aliases,cardinality
"('k', 'mk')",41840
"('k', 'mk', 't')",6926
"('k', 'mc', 'mk', 't')",11406
"('ci', 'k', 'mc', 'mk', 't')",329808
"('ci', 'mc')",80274241
"('ci', 'mk')",215765477
"('ci', 't')",16171237
"('mc', 'mk')",34863638
"('mc', 't')",630450
"('mk', 't')",542246
"('ci', 'k', 'mk')",1038393
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 't')",20137973
"('ci', 'mk', 't')",19623961
"('k', 'mc', 'mk')",148552
"('mc', 'mk', 't')",1506917
"('ci', 'k', 'mc', 'mk')",7796926
"('ci', 'k', 'mk', 't')",134210
"('ci', 'mc', 'mk', 't')",78943567
