aliases,cardinality
"('mi', 't')",9
"('it', 'mi', 't')",9
"('it', 'mc', 'mi', 't')",82
"('it', 'mc', 'mi', 'mk', 't')",3375
"('mc', 'mi', 't')",82
"('it', 'mi')",301243
"('mc', 'mi')",463263
"('mc', 'mk')",34863638
"('mc', 't')",36
"('mi', 'mk')",954852
"('mk', 't')",88
"('it', 'mc', 'mi')",463258
"('it', 'mi', 'mk')",954835
"('mc', 'mi', 'mk')",16076286
"('mc', 'mk', 't')",1211
"('mi', 'mk', 't')",167
"('it', 'mc', 'mi', 'mk')",16076253
"('it', 'mi', 'mk', 't')",167
"('mc', 'mi', 'mk', 't')",3375
