aliases,cardinality
"('chn', 'ci')",801259
"('chn', 'ci', 'n')",255493
"('chn', 'ci', 'n')",255493
"('chn', 'ci', 'n', 't')",159307
"('chn', 'ci', 'n', 't')",159307
"('chn', 'ci', 'mc', 'n', 't')",265657
"('chn', 'ci', 'mc', 'n', 't')",265657
"('ci', 'mc')",1548085
"('ci', 'n')",276090
"('ci', 't')",500511
"('ci', 'mc')",1548085
"('ci', 'n')",276090
"('mc', 't')",1170186
"('ci', 't')",500511
"('chn', 'ci', 'mc')",1405362
"('mc', 't')",1170186
"('chn', 'ci', 't')",469676
"('chn', 'ci', 'mc')",1405362
"('ci', 'mc', 'n')",474803
"('chn', 'ci', 't')",469676
"('ci', 'mc', 't')",901078
"('ci', 'mc', 'n')",474803
"('ci', 'n', 't')",168305
"('chn', 'ci', 'mc', 'n')",426400
"('ci', 'mc', 't')",901078
"('chn', 'ci', 'mc', 't')",829700
"('ci', 'n', 't')",168305
"('ci', 'mc', 'n', 't')",289726
"('chn', 'ci', 'mc', 'n')",426400
"('chn', 'ci', 'mc', 't')",829700
"('ci', 'mc', 'n', 't')",289726
