aliases,cardinality
"('cc', 't')",61320
"('cc', 'mi', 't')",40
"('cc', 'it1', 'mi', 't')",40
"('cc', 'it1', 'mi', 'mk', 't')",741
"('cc', 'mi')",40
"('cc', 'mk')",2171367
"('it1', 'mi')",1783
"('mi', 'mk')",4463
"('mi', 't')",1782
"('mk', 't')",2742670
"('cc', 'it1', 'mi')",40
"('cc', 'mi', 'mk')",741
"('cc', 'mk', 't')",866450
"('it1', 'mi', 'mk')",4463
"('it1', 'mi', 't')",1782
"('mi', 'mk', 't')",4453
"('cc', 'it1', 'mi', 'mk')",741
"('cc', 'mi', 'mk', 't')",741
"('it1', 'mi', 'mk', 't')",4453
