aliases,cardinality
"('k', 'mk')",76714
"('k', 'mi', 'mk')",35720
"('k', 'mi', 'mk', 't')",35720
"('k', 'mc', 'mi', 'mk', 't')",407237
"('k', 'mk', 't')",76714
"('mc', 'mi')",279951
"('mc', 'mk')",34863638
"('mc', 't')",2609129
"('mi', 'mk')",1017014
"('mi', 't')",73047
"('mk', 't')",4523930
"('k', 'mc', 'mk')",619597
"('mc', 'mi', 'mk')",14834277
"('mc', 'mi', 't')",279951
"('mc', 'mk', 't')",34863638
"('mi', 'mk', 't')",1017014
"('k', 'mc', 'mi', 'mk')",407237
"('k', 'mc', 'mk', 't')",619597
"('mc', 'mi', 'mk', 't')",14834277
