aliases,cardinality
"('cc', 'cct1')",85941
"('cc', 'cct1', 'cct2')",17879
"('cc', 'cct1', 'cct2', 'mi')",3245
"('cc', 'cct1', 'cct2', 'mi', 'mk')",381941
"('cc', 'cct2')",24592
"('cc', 'mi')",21044
"('cc', 'mk')",2171367
"('mi', 'mk')",2363553
"('cc', 'cct1', 'mi')",14116
"('cc', 'cct1', 'mk')",1436647
"('cc', 'cct2', 'mi')",3782
"('cc', 'cct2', 'mk')",1023805
"('cc', 'mi', 'mk')",1107411
"('cc', 'cct1', 'cct2', 'mk')",742266
"('cc', 'cct1', 'mi', 'mk')",854622
"('cc', 'cct2', 'mi', 'mk')",433414
