aliases,cardinality
"('it1', 'mi')",10679
"('it1', 'mi', 't')",10662
"('it1', 'mc', 'mi', 't')",14377
"('it1', 'mc', 'mi', 'mk', 't')",52513
"('it1', 'mi', 'mk', 't')",17508
"('mc', 'mi')",15041
"('mc', 'mk')",34863638
"('mc', 't')",1508127
"('mi', 'mk')",20275
"('mi', 't')",10727
"('mk', 't')",2742670
"('it1', 'mc', 'mi')",14401
"('it1', 'mi', 'mk')",17565
"('mc', 'mi', 'mk')",74851
"('mc', 'mi', 't')",14709
"('mc', 'mk', 't')",22579666
"('mi', 'mk', 't')",19250
"('it1', 'mc', 'mi', 'mk')",52749
"('mc', 'mi', 'mk', 't')",69079
