aliases,cardinality
"('ct', 'mc')",1193928
"('ct', 'mc', 'ml')",36283
"('ct', 'mc', 'ml', 't')",33274
"('ct', 'mc', 'mi', 'ml', 't')",38431
"('mc', 't')",942182
"('mc', 'ml', 't')",40017
"('mc', 'mi')",844453
"('mc', 'ml')",43026
"('mi', 'ml')",22843
"('mi', 't')",711762
"('ml', 't')",25079
"('ct', 'mc', 'mi')",791081
"('ct', 'mc', 't')",883911
"('mc', 'mi', 'ml')",48778
"('mc', 'mi', 't')",653723
"('mi', 'ml', 't')",21433
"('ct', 'mc', 'mi', 'ml')",40549
"('ct', 'mc', 'mi', 't')",607228
"('mc', 'mi', 'ml', 't')",46660
