aliases,cardinality
"('it1', 'mi')",1783
"('it1', 'mi', 't')",1749
"('it1', 'mc', 'mi', 't')",2820
"('it1', 'mc', 'mi', 'mk', 't')",8703
"('mc', 'mi')",2884
"('mc', 'mk')",34863638
"('mc', 't')",1170186
"('mi', 'mk')",4463
"('mi', 't')",1749
"('mk', 't')",1970380
"('it1', 'mc', 'mi')",2884
"('it1', 'mi', 'mk')",4463
"('mc', 'mi', 'mk')",9187
"('mc', 'mi', 't')",2820
"('mc', 'mk', 't')",16657594
"('mi', 'mk', 't')",4309
"('it1', 'mc', 'mi', 'mk')",9187
"('it1', 'mi', 'mk', 't')",4309
"('mc', 'mi', 'mk', 't')",8703
