aliases,cardinality
"('cn', 'mc')",43837
"('at', 'cn', 'mc')",13699
"('at', 'cn', 'mc', 't')",5134
"('at', 'cn', 'mc', 'mi', 't')",57
"('at', 'cn', 'mc', 'mi')",71
"('at', 'mc')",20965
"('at', 'mi')",116
"('at', 't')",85960
"('mc', 'mi')",699
"('mc', 't')",52276
"('mi', 't')",1749
"('at', 'mc', 'mi')",76
"('at', 'mc', 't')",10386
"('at', 'mi', 't')",111
"('cn', 'mc', 'mi')",668
"('cn', 'mc', 't')",37167
"('mc', 'mi', 't')",688
"('at', 'mc', 'mi', 't')",59
"('cn', 'mc', 'mi', 't')",659
