aliases,cardinality
"('cc', 'mi')",40
"('cc', 'mc', 'mi')",57
"('cc', 'ct', 'mc', 'mi')",57
"('cc', 'ct', 'mc', 'mi', 'mk')",929
"('cc', 'mc')",612638
"('cc', 'mk')",2171367
"('ct', 'mc')",2609129
"('mc', 'mi')",2884
"('mc', 'mk')",34863638
"('mi', 'mk')",4463
"('cc', 'ct', 'mc')",612638
"('cc', 'mc', 'mk')",29258051
"('cc', 'mi', 'mk')",741
"('ct', 'mc', 'mi')",2884
"('ct', 'mc', 'mk')",34863638
"('mc', 'mi', 'mk')",9187
"('cc', 'ct', 'mc', 'mk')",29258051
"('cc', 'mc', 'mi', 'mk')",929
"('ct', 'mc', 'mi', 'mk')",9187
