aliases,cardinality
"('at', 'mi')",820
"('at', 'mi', 't')",662
"('at', 'mi', 'mk', 't')",9933
"('at', 'mc', 'mi', 'mk', 't')",87257
"('mi', 't')",10727
"('at', 'mc')",1946320
"('at', 'mk')",6547234
"('at', 't')",140974
"('mc', 'mi')",15041
"('mc', 'mk')",34863638
"('mc', 't')",1508127
"('mi', 'mk')",20275
"('mk', 't')",2742670
"('at', 'mc', 'mi')",3759
"('at', 'mc', 'mk')",93412178
"('at', 'mc', 't')",925520
"('at', 'mi', 'mk')",12582
"('at', 'mk', 't')",2998626
"('mc', 'mi', 'mk')",74851
"('mc', 'mi', 't')",14709
"('mc', 'mk', 't')",22579666
"('mi', 'mk', 't')",19250
"('at', 'mc', 'mi', 'mk')",104793
"('at', 'mc', 'mi', 't')",2877
"('at', 'mc', 'mk', 't')",52594683
"('mc', 'mi', 'mk', 't')",69079
