aliases,cardinality
"('cc', 'cct2')",24592
"('cc', 'cct1', 'cct2')",17879
"('cc', 'cct1', 'cct2', 'ci')",7127
"('cc', 'cct1', 'cct2', 'ci', 'mi')",6494
"('cc', 'cct1')",85941
"('cc', 'ci')",67324
"('cc', 'mi')",25827
"('ci', 'mi')",387741
"('cc', 'cct1', 'ci')",41341
"('cc', 'cct1', 'mi')",17626
"('cc', 'cct2', 'ci')",10327
"('cc', 'cct2', 'mi')",5257
"('cc', 'ci', 'mi')",36842
"('cc', 'cct1', 'cct2', 'mi')",4530
"('cc', 'cct1', 'ci', 'mi')",27064
"('cc', 'cct2', 'ci', 'mi')",7192
