aliases,cardinality
"('it1', 'mi')",30413
"('it1', 'mi', 'mi_idx')",49452
"('it1', 'mi', 'mi_idx', 't')",49452
"('ci', 'it1', 'mi', 'mi_idx', 't')",25956
"('it1', 'mi', 't')",30413
"('ci', 'it1', 'mi', 't')",15897
"('ci', 'mi')",16172
"('ci', 'mi_idx')",1000868
"('ci', 't')",1244716
"('mi', 'mi_idx')",50629
"('mi', 't')",30801
"('mi_idx', 't')",1380035
"('ci', 'it1', 'mi')",15897
"('ci', 'mi', 'mi_idx')",26785
"('ci', 'mi', 't')",16172
"('ci', 'mi_idx', 't')",1000868
"('mi', 'mi_idx', 't')",50629
"('ci', 'it1', 'mi', 'mi_idx')",25956
"('ci', 'mi', 'mi_idx', 't')",26785
