aliases,cardinality
"('it', 'mi')",3036719
"('ci', 'it', 'mi')",1768086
"('ci', 'it', 'mi', 'rt')",547117
"('ci', 'it', 'mi', 'rt')",547117
"('an', 'ci', 'it', 'mi', 'rt')",1132168
"('an', 'ci')",1806603
"('an', 'ci', 'it', 'mi', 'rt')",1132168
"('an', 'ci')",1806603
"('ci', 'mi')",10250130
"('ci', 'rt')",276166
"('ci', 'mi')",10250130
"('ci', 'rt')",276166
"('an', 'ci', 'mi')",24834271
"('an', 'ci', 'rt')",503508
"('ci', 'mi', 'rt')",2902533
"('an', 'ci', 'mi')",24834271
"('an', 'ci', 'rt')",503508
"('ci', 'mi', 'rt')",2902533
"('an', 'ci', 'it', 'mi')",4138764
"('an', 'ci', 'mi', 'rt')",6320702
"('an', 'ci', 'it', 'mi')",4138764
"('an', 'ci', 'mi', 'rt')",6320702
