aliases,cardinality
"('lt', 'ml')",2315
"('lt', 'mc', 'ml')",5069
"('lt', 'mc', 'ml', 't')",1989
"('lt', 'mc', 'mi', 'ml', 't')",1540
"('lt', 'ml', 't')",1007
"('lt', 'mi', 'ml', 't')",675
"('mc', 'mi')",121436
"('mc', 'ml')",43026
"('mc', 't')",421343
"('mi', 'ml')",1987
"('mi', 't')",46255
"('ml', 't')",12214
"('lt', 'mi', 'ml')",1087
"('mc', 'mi', 'ml')",4601
"('mc', 'mi', 't')",49912
"('mc', 'ml', 't')",16409
"('mi', 'ml', 't')",1335
"('lt', 'mc', 'mi', 'ml')",3336
"('mc', 'mi', 'ml', 't')",2533
