aliases,cardinality
"('k', 'mk')",76714
"('ci', 'k', 'mk')",43178
"('cc', 'ci', 'k', 'mk')",24919
"('cc', 'ci', 'k', 'mi', 'mk')",34532
"('cc', 'ci')",116781
"('cc', 'mi')",37151
"('cc', 'mk')",2171367
"('ci', 'mi')",95066
"('ci', 'mk')",2619220
"('mi', 'mk')",2615151
"('cc', 'ci', 'mi')",24884
"('cc', 'ci', 'mk')",1516871
"('cc', 'k', 'mk')",36010
"('cc', 'mi', 'mk')",1936569
"('ci', 'mi', 'mk')",1754421
"('k', 'mi', 'mk')",72386
"('cc', 'ci', 'mi', 'mk')",1431486
"('cc', 'k', 'mi', 'mk')",44212
"('ci', 'k', 'mi', 'mk')",48817
