aliases,cardinality
"('lt', 'ml')",5000
"('lt', 'ml')",5000
"('lt', 'ml')",5000
"('lt', 'mi_idx1', 'ml')",15481
"('lt', 'mi_idx1', 'ml')",15481
"('lt', 'mi_idx1', 'ml')",15481
"('lt', 'mi_idx1', 'ml', 't1')",15481
"('lt', 'mi_idx1', 'ml', 't1')",15481
"('lt', 'mi_idx1', 'ml', 't1')",15481
"('lt', 'ml')",5000
"('lt', 'ml')",5000
"('lt', 'mi_idx1', 'ml')",15481
"('lt', 'mi_idx1', 'ml')",15481
"('lt', 'mi_idx1', 'ml', 't1')",15481
"('lt', 'mi_idx1', 'ml', 't1')",15481
"('lt', 'ml')",5000
"('lt', 'mi_idx1', 'ml')",15481
"('lt', 'mi_idx1', 'ml', 't1')",15481
