aliases,cardinality
"('cn', 'mc')",932504
"('cn', 'mc')",932504
"('cn', 'mc', 't')",932504
"('cn', 'mc')",932504
"('cn', 'mc', 't')",932504
"('ci', 'cn', 'mc', 't')",34965005
"('cn', 'mc', 't')",932504
"('ci', 'cn', 'mc', 't')",34965005
"('ci', 'cn', 'mc', 't')",34965005
"('cn', 'mc')",932504
"('cn', 'mc', 't')",932504
"('ci', 'cn', 'mc', 't')",34965005
"('cn', 'mc')",932504
"('cn', 'mc', 't')",932504
"('ci', 'cn', 'mc', 't')",34965005
"('cn', 'mc')",932504
"('cn', 'mc', 't')",932504
"('ci', 'cn', 'mc', 't')",34965005
