aliases,cardinality
"('cn', 'mc')",239507
"('cn', 'mc')",239507
"('cn', 'mc')",239507
"('cn', 'mc')",239507
"('cn', 'mc', 'mi')",60328
"('cn', 'mc', 'mi')",60328
"('cn', 'mc', 'mi')",60328
"('cn', 'mc', 'mi')",60328
"('cn', 'mc', 'mi', 't')",21764
"('cn', 'mc', 'mi', 't')",21764
"('cn', 'mc', 'mi', 't')",21764
"('cn', 'mc', 'mi', 't')",21764
"('cn', 'mc')",239507
"('cn', 'mc', 'mi')",60328
"('cn', 'mc', 'mi', 't')",21764
"('cn', 'mc')",239507
"('cn', 'mc', 'mi')",60328
"('cn', 'mc', 'mi', 't')",21764
