aliases,cardinality
"('cc', 'ci')",121564
"('cc', 'ci')",121564
"('cc', 'ci')",121564
"('cc', 'ci', 'mi')",29304
"('cc', 'ci', 'mi')",29304
"('cc', 'ci', 'mi')",29304
"('cc', 'ci', 'mi', 'mk')",763218
"('cc', 'ci', 'mi', 'mk')",763218
"('cc', 'ci', 'mi', 'mk')",763218
"('cc', 'ci')",121564
"('cc', 'ci', 'mi')",29304
"('cc', 'ci', 'mi', 'mk')",763218
"('cc', 'ci')",121564
"('cc', 'ci', 'mi')",29304
"('cc', 'ci', 'mi', 'mk')",763218
"('cc', 'ci')",121564
"('cc', 'ci', 'mi')",29304
"('cc', 'ci', 'mi', 'mk')",763218
