aliases,cardinality
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",33772
"('cc', 'cct2', 't')",33772
"('cc', 'cct2', 't')",33772
"('cc', 'cct2', 'ci', 't')",15896
"('cc', 'cct2', 'ci', 't')",15896
"('cc', 'cct2', 'ci', 't')",15896
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",33772
"('cc', 'cct2', 'ci', 't')",15896
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",33772
"('cc', 'cct2', 'ci', 't')",15896
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",33772
"('cc', 'cct2', 'ci', 't')",15896
