aliases,cardinality
"('it2', 'mi_idx')",12213
"('it2', 'mi_idx')",12213
"('it2', 'mi_idx')",12213
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx', 't')",1173
"('it2', 'mi', 'mi_idx', 't')",1173
"('it2', 'mi', 'mi_idx', 't')",1173
"('it2', 'mi_idx')",12213
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx', 't')",1173
"('it2', 'mi_idx')",12213
"('it2', 'mi', 'mi_idx')",2141
"('it2', 'mi', 'mi_idx', 't')",1173
