aliases,cardinality
"('it1', 'mi_idx1')",12213
"('it1', 'mi_idx1')",12213
"('it1', 'mi_idx1', 't1')",12213
"('it1', 'mi_idx1')",12213
"('it1', 'mi_idx1', 't1')",12213
"('it1', 'mi_idx1', 't1')",12213
"('it1', 'mc1', 'mi_idx1', 't1')",12603
"('it1', 'mc1', 'mi_idx1', 't1')",12603
"('it1', 'mc1', 'mi_idx1', 't1')",12603
"('it1', 'mi_idx1')",12213
"('it1', 'mi_idx1', 't1')",12213
"('it1', 'mc1', 'mi_idx1', 't1')",12603
"('it1', 'mi_idx1', 't1')",12213
"('it1', 'mc1', 'mi_idx1', 't1')",12603
