aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1')",33772
"('cc', 'cct1', 'chn', 'ci')",15321
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'chn', 'ci')",15321
"('cc', 'cct1', 'chn', 'ci')",15321
"('cc', 'cct1', 'chn', 'ci')",15321
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'chn', 'ci')",15321
"('cc', 'cct1')",33772
"('cc', 'cct1', 'ci')",31362
"('cc', 'cct1', 'chn', 'ci')",15321
