aliases,cardinality
"('mi', 't')",42791
"('mi', 't')",42791
"('ci', 'mi', 't')",20141
"('ci', 'mi', 't')",20141
"('mi', 't')",42791
"('ci', 'mi', 't')",20141
"('ci', 'mi', 'mi_idx', 't')",10994
"('ci', 'mi', 'mi_idx', 't')",10994
"('ci', 'mi', 'mi_idx', 't')",10994
"('mi', 't')",42791
"('ci', 'mi', 't')",20141
"('ci', 'mi', 'mi_idx', 't')",10994
"('mi', 't')",42791
"('ci', 'mi', 't')",20141
"('ci', 'mi', 'mi_idx', 't')",10994
"('mi', 't')",42791
"('ci', 'mi', 't')",20141
"('ci', 'mi', 'mi_idx', 't')",10994
