aliases,cardinality
"('mi', 't')",127317
"('mi', 't')",127317
"('mc', 'mi', 't')",131387
"('mc', 'mi', 't')",131387
"('mi', 't')",127317
"('mc', 'mi', 'mk', 't')",3421958
"('mc', 'mi', 'mk', 't')",3421958
"('mc', 'mi', 't')",131387
"('mc', 'mi', 'mk', 't')",3421958
"('mi', 't')",127317
"('mi', 't')",127317
"('mc', 'mi', 't')",131387
"('mc', 'mi', 't')",131387
"('mc', 'mi', 'mk', 't')",3421958
"('mc', 'mi', 'mk', 't')",3421958
"('mi', 't')",127317
"('mc', 'mi', 't')",131387
"('mc', 'mi', 'mk', 't')",3421958
