aliases,cardinality
"('it2', 'mi_idx')",2562
"('it2', 'mi_idx')",2562
"('it2', 'mc', 'mi_idx')",758
"('it2', 'mi_idx')",2562
"('it2', 'mc', 'mi_idx')",758
"('it2', 'mc', 'mi_idx')",758
"('cn', 'it2', 'mc', 'mi_idx')",410
"('cn', 'it2', 'mc', 'mi_idx')",410
"('cn', 'it2', 'mc', 'mi_idx')",410
"('it2', 'mi_idx')",2562
"('it2', 'mi_idx')",2562
"('it2', 'mc', 'mi_idx')",758
"('it2', 'mc', 'mi_idx')",758
"('cn', 'it2', 'mc', 'mi_idx')",410
"('cn', 'it2', 'mc', 'mi_idx')",410
"('cn', 'it2', 'mc', 'mi_idx')",410
