aliases,cardinality
"('lt', 'ml')",1666
"('ci', 'lt', 'ml')",62468
"('lt', 'ml')",1666
"('lt', 'ml')",1666
"('ci', 'lt', 'ml')",62468
"('ci', 'lt', 'ml')",62468
"('lt', 'ml')",1666
"('an', 'ci', 'lt', 'ml')",112930
"('an', 'ci', 'lt', 'ml')",112930
"('ci', 'lt', 'ml')",62468
"('an', 'ci', 'lt', 'ml')",112930
"('an', 'ci', 'lt', 'ml')",112930
"('lt', 'ml')",1666
"('ci', 'lt', 'ml')",62468
"('an', 'ci', 'lt', 'ml')",112930
"('lt', 'ml')",1666
"('ci', 'lt', 'ml')",62468
"('an', 'ci', 'lt', 'ml')",112930
