aliases,cardinality
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1')",33772
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2', 'mc')",2498
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mc')",2498
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mc')",2498
"('cc', 'cct1', 'cct2', 'mc')",2498
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mc')",2498
"('cc', 'cct1')",33772
"('cc', 'cct1', 'cct2')",8443
"('cc', 'cct1', 'cct2', 'mc')",2498
