aliases,cardinality
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2', 'ci')",41577
"('cc', 'cct2', 'ci')",41577
"('cc', 'cct2', 'ci')",41577
"('cc', 'cct2', 'ci', 'mi')",8232
"('cc', 'cct2', 'ci', 'mi')",8232
"('cc', 'cct2', 'ci', 'mi')",8232
"('cc', 'cct2')",33772
"('cc', 'cct2', 'ci')",41577
"('cc', 'cct2', 'ci', 'mi')",8232
"('cc', 'cct2')",33772
"('cc', 'cct2', 'ci')",41577
"('cc', 'cct2', 'ci', 'mi')",8232
"('cc', 'cct2')",33772
"('cc', 'cct2', 'ci')",41577
"('cc', 'cct2', 'ci', 'mi')",8232
