aliases,cardinality
"('ci', 'rt')",3020362
"('ci', 'rt')",3020362
"('an1', 'ci', 'rt')",7129289
"('an1', 'ci', 'rt')",7129289
"('an1', 'ci', 'mc', 'rt')",19243526
"('ci', 'rt')",3020362
"('ci', 'rt')",3020362
"('an1', 'ci', 'rt')",7129289
"('an1', 'ci', 'mc', 'rt')",19243526
"('an1', 'ci', 'rt')",7129289
"('an1', 'ci', 'mc', 'rt')",19243526
"('an1', 'ci', 'mc', 'rt')",19243526
"('ci', 'rt')",3020362
"('an1', 'ci', 'rt')",7129289
"('an1', 'ci', 'mc', 'rt')",19243526
"('ci', 'rt')",3020362
"('an1', 'ci', 'rt')",7129289
"('an1', 'ci', 'mc', 'rt')",19243526
