aliases,cardinality
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi')",185650
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi')",185650
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi', 'mk')",4835226
"('cc', 'cct2', 'mi', 'mk')",4835226
"('cc', 'cct2', 'mi')",185650
"('cc', 'cct2', 'mi')",185650
"('cc', 'cct2', 'mi', 'mk')",4835226
"('cc', 'cct2', 'mi', 'mk')",4835226
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2', 'mi')",185650
"('cc', 'cct2', 'mi')",185650
"('cc', 'cct2', 'mi', 'mk')",4835226
"('cc', 'cct2', 'mi', 'mk')",4835226
