aliases,cardinality
"('it2', 'mi_idx')",436
"('it2', 'mi_idx')",436
"('ci', 'it2', 'mi_idx')",16348
"('it2', 'mi_idx')",436
"('ci', 'it2', 'mi_idx')",16348
"('ci', 'it2', 'mi_idx', 'n')",16348
"('ci', 'it2', 'mi_idx')",16348
"('ci', 'it2', 'mi_idx', 'n')",16348
"('ci', 'it2', 'mi_idx', 'n')",16348
"('it2', 'mi_idx')",436
"('ci', 'it2', 'mi_idx')",16348
"('ci', 'it2', 'mi_idx', 'n')",16348
"('it2', 'mi_idx')",436
"('ci', 'it2', 'mi_idx')",16348
"('ci', 'it2', 'mi_idx', 'n')",16348
