aliases,cardinality
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'ci', 'it2', 'mi_idx')",4558
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'ci', 'it2', 'mi_idx')",4558
"('cc', 'ci', 'it2', 'mi_idx')",4558
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'ci', 'it2', 'mi_idx')",4558
"('it2', 'mi_idx')",12213
"('cc', 'it2', 'mi_idx')",3702
"('cc', 'ci', 'it2', 'mi_idx')",4558
