aliases,cardinality
"('ci', 'rt')",74804
"('chn', 'ci', 'rt')",36544
"('ci', 'rt')",74804
"('ci', 'rt')",74804
"('chn', 'ci', 'rt')",36544
"('chn', 'ci', 'rt', 't')",16139
"('chn', 'ci', 'rt')",36544
"('chn', 'ci', 'rt', 't')",16139
"('ci', 'rt')",74804
"('chn', 'ci', 'rt', 't')",16139
"('chn', 'ci', 'rt')",36544
"('ci', 'rt')",74804
"('chn', 'ci', 'rt', 't')",16139
"('chn', 'ci', 'rt')",36544
"('chn', 'ci', 'rt', 't')",16139
"('chn', 'ci', 'rt')",36544
"('chn', 'ci', 'rt', 't')",16139
