aliases,cardinality
"('it2', 'mi_idx')",11909
"('it2', 'mc', 'mi_idx')",3523
"('it2', 'mi_idx')",11909
"('it2', 'mc', 'mi_idx', 'mk')",35761
"('it2', 'mc', 'mi_idx')",3523
"('it2', 'mi_idx')",11909
"('it2', 'mc', 'mi_idx', 'mk')",35761
"('it2', 'mc', 'mi_idx')",3523
"('it2', 'mc', 'mi_idx', 'mk')",35761
"('it2', 'mi_idx')",11909
"('it2', 'mc', 'mi_idx')",3523
"('it2', 'mc', 'mi_idx', 'mk')",35761
"('it2', 'mi_idx')",11909
"('it2', 'mc', 'mi_idx')",3523
"('it2', 'mi_idx')",11909
"('it2', 'mc', 'mi_idx', 'mk')",35761
"('it2', 'mc', 'mi_idx')",3523
"('it2', 'mc', 'mi_idx', 'mk')",35761
