aliases,cardinality
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",25347
"('cc', 'cct2', 't')",25347
"('cc', 'cct2', 't')",25347
"('cc', 'cct2', 't')",25347
"('cc', 'cct2', 'ml', 't')",301
"('cc', 'cct2', 'ml', 't')",301
"('cc', 'cct2', 'ml', 't')",301
"('cc', 'cct2', 'ml', 't')",301
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",25347
"('cc', 'cct2')",33772
"('cc', 'cct2', 't')",25347
"('cc', 'cct2', 'ml', 't')",301
"('cc', 'cct2', 'ml', 't')",301
