batch,iteration,avg_rewards,policy_loss,value_loss,entropy,loss
0,0,1.039651533386436,-0.024123571813106537,0.8754299581050873,2.484896659851074,0.8264574408531189
0,1,1.039651533386436,-0.023615400306880474,0.8675259351730347,2.484896659851074,0.8190615475177765
0,2,1.039651533386436,-0.02677404321730137,0.8586305677890778,2.4848963022232056,0.8070075511932373
0,3,1.039651533386436,-0.030150460079312325,0.8659058809280396,2.4848965406417847,0.8109064698219299
0,4,1.039651533386436,-0.03388790041208267,0.8649258315563202,2.4848963022232056,0.8061889708042145
0,5,1.039651533386436,-0.03073021862655878,0.8387949168682098,2.4848958253860474,0.7832157015800476
0,6,1.039651533386436,-0.032757649663835764,0.8340348899364471,2.4848955869674683,0.7764282822608948
0,7,1.039651533386436,-0.0369238443672657,0.8492490649223328,2.4848958253860474,0.7874762713909149
0,8,1.039651533386436,-0.04267450235784054,0.8398391902446747,2.484895348548889,0.7723157405853271
0,9,1.039651533386436,-0.042009192518889904,0.8313271701335907,2.484894275665283,0.7644689977169037
1,10,0.9892552189171472,0.0033265824895352125,0.7293333411216736,2.4848941564559937,0.7078109979629517
1,11,0.9892552189171472,0.004795404151082039,0.7284534871578217,2.484894037246704,0.7083999514579773
1,12,0.9892552189171472,0.0059625934809446335,0.7190076112747192,2.4848939180374146,0.7001212537288666
1,13,0.9892552189171472,0.0001095443731173873,0.7295008897781372,2.4848936796188354,0.7047614753246307
1,14,0.9892552189171472,-0.00643327459692955,0.72359699010849,2.484892725944519,0.6923148036003113
1,15,0.9892552189171472,-0.0028166556730866432,0.7184177339076996,2.484892964363098,0.6907521486282349
1,16,0.9892552189171472,-0.008716858923435211,0.7053175270557404,2.4848926067352295,0.6717517673969269
1,17,0.9892552189171472,-0.011396204121410847,0.7106243371963501,2.48489248752594,0.6743791997432709
1,18,0.9892552189171472,-0.017453686334192753,0.7055856287479401,2.484891891479492,0.6632830500602722
1,19,0.9892552189171472,-0.023335755802690983,0.7031610906124115,2.4848912954330444,0.6549764275550842
2,20,1.145077946392037,-0.02497519738972187,0.8267496526241302,2.4848904609680176,0.7769255340099335
2,21,1.145077946392037,-0.02618256025016308,0.8078792989253998,2.48488986492157,0.7568478286266327
2,22,1.145077946392037,-0.029103229753673077,0.8164918124675751,2.4848897457122803,0.7625396549701691
2,23,1.145077946392037,-0.028124951757490635,0.799211174249649,2.484889268875122,0.7462373077869415
2,24,1.145077946392037,-0.03160340245813131,0.8122403919696808,2.484889507293701,0.7557880878448486
2,25,1.145077946392037,-0.03132603573612869,0.7814307510852814,2.4848896265029907,0.7252557873725891
2,26,1.145077946392037,-0.03748757019639015,0.7877793312072754,2.48488986492157,0.7254428565502167
2,27,1.145077946392037,-0.03980262205004692,0.7763722836971283,2.484890341758728,0.7117207646369934
2,28,1.145077946392037,-0.04906498268246651,0.7920985817909241,2.484890580177307,0.7181847095489502
2,29,1.145077946392037,-0.05859055370092392,0.7776369154453278,2.484890103340149,0.6941974461078644
3,30,1.1403647115611797,0.01147126778960228,0.8354855179786682,2.4848908185958862,0.8221078813076019
3,31,1.1403647115611797,0.007188788615167141,0.8443039953708649,2.484891176223755,0.8266438841819763
3,32,1.1403647115611797,0.0010723574087023735,0.8394133746623993,2.484891414642334,0.8156368434429169
3,33,1.1403647115611797,0.0035873912274837494,0.832776814699173,2.484891653060913,0.8115153014659882
3,34,1.1403647115611797,-0.001547493040561676,0.8241256773471832,2.484891891479492,0.7977292835712433
3,35,1.1403647115611797,-0.008494899258948863,0.8207467496395111,2.4848920106887817,0.7874029576778412
3,36,1.1403647115611797,-0.0231100101955235,0.8227525353431702,2.484892249107361,0.7747935652732849
3,37,1.1403647115611797,-0.031260404735803604,0.8169897198677063,2.4848920106887817,0.7608804106712341
3,38,1.1403647115611797,-0.041734712198376656,0.8118534684181213,2.484891414642334,0.7452698349952698
3,39,1.1403647115611797,-0.0406021986855194,0.7968736886978149,2.484890580177307,0.7314226031303406
4,40,1.08821158656999,0.013531822711229324,0.763556033372879,2.4848886728286743,0.7522389590740204
