aliases,cardinality
"('mi', 'mi_idx')",119694
"('ci', 'mi', 'mi_idx')",67015
"('ci', 'mi', 'mi_idx', 'mk')",2031870
"('ci', 'mi', 'mi_idx')",67015
"('mi_idx', 'mk')",10424626
"('mi', 'mi_idx', 'mk')",2936949
"('mi', 'mk')",1017014
"('ci', 'mi', 'mi_idx', 'mk')",2031870
"('mi_idx', 'mk')",10424626
"('ci', 'mi_idx', 'mk')",6806711
"('mi', 'mi_idx', 'mk')",2936949
"('mi', 'mk')",1017014
"('ci', 'mk')",2619220
"('ci', 'mk')",2619220
"('ci', 'mi_idx')",1000868
"('ci', 'mi_idx', 'mk')",6806711
"('ci', 'mi_idx')",1000868
"('ci', 'mk')",2619220
"('ci', 'mi', 'mk')",695376
"('ci', 'mi', 'mk')",695376
"('ci', 'mi')",40193
"('ci', 'mi_idx')",1000868
"('ci', 'mi')",40193
"('ci', 'mi', 'mk')",695376
"('ci', 'mi', 'mk')",695376
"('ci', 'mi')",40193
"('ci', 'mi')",40193
