aliases,cardinality
"('ci', 'rt')",276166
"('chn', 'ci', 'rt')",255651
"('chn', 'ci', 'n', 'rt')",255493
"('chn', 'ci', 'mc', 'n', 'rt')",426400
"('chn', 'ci', 'cn', 'mc', 'n', 'rt')",173567
"('chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",173567
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",483082
"('ci', 't')",867477
"('ci', 'rt', 't')",276166
"('ci', 'n', 'rt', 't')",276005
"('ci', 'mc', 'n', 'rt', 't')",473712
"('ci', 'cn', 'mc', 'n', 'rt', 't')",189464
"('ci', 'n', 't')",276090
"('ci', 'n')",276090
"('ci', 'n', 'rt')",276005
"('ci', 'mc', 'rt', 't')",474025
"('mc', 't')",2609129
"('ci', 'mc', 't')",1548085
"('ci', 'mc', 'n', 't')",474803
"('ci', 'mc', 'n')",474803
"('ci', 'mc', 'n', 'rt')",473712
"('ci', 'cn', 'mc', 'rt', 't')",189554
"('cn', 'mc', 't')",1153798
"('ci', 'cn', 'mc', 't')",671694
"('cn', 'mc')",1153798
"('ci', 'cn', 'mc')",671694
"('ci', 'cn', 'mc', 'rt')",189554
"('ci', 'cn', 'mc', 'n', 't')",189829
"('ci', 'cn', 'mc', 'n')",189829
"('ci', 'cn', 'mc', 'n', 'rt')",189464
"('chn', 'ci', 'mc', 'n', 'rt', 't')",426400
"('chn', 'ci', 'n', 'rt', 't')",255493
"('chn', 'ci', 'rt', 't')",255651
"('chn', 'ci', 't')",801259
"('chn', 'ci')",801259
"('chn', 'ci', 'n', 't')",255493
"('chn', 'ci', 'n')",255493
"('chn', 'ci', 'mc', 'rt', 't')",426705
"('ci', 'mc')",1548085
"('ci', 'mc', 'rt')",474025
"('chn', 'ci', 'mc', 't')",1405362
"('chn', 'ci', 'mc')",1405362
"('chn', 'ci', 'mc', 'rt')",426705
"('chn', 'ci', 'mc', 'n', 't')",426400
"('chn', 'ci', 'mc', 'n')",426400
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",173657
"('chn', 'ci', 'cn', 'mc', 't')",620402
"('chn', 'ci', 'cn', 'mc')",620402
"('chn', 'ci', 'cn', 'mc', 'rt')",173657
"('chn', 'ci', 'cn', 'mc', 'n', 't')",173567
"('chn', 'ci', 'cn', 'mc', 'n')",173567
"('an', 'ci', 'cn', 'mc', 'n', 'rt', 't')",505134
"('an', 'ci', 'mc', 'n', 'rt', 't')",960723
"('an', 'ci', 'n', 'rt', 't')",503022
"('an', 'ci', 'rt', 't')",503508
"('an', 'ci', 't')",1806603
"('an', 'ci')",1806603
"('an', 'ci', 'rt')",503508
"('an', 'ci', 'n', 't')",503115
"('an', 'ci', 'n')",503115
"('an', 'n')",193486
"('an', 'ci', 'n', 'rt')",503022
"('an', 'ci', 'mc', 'rt', 't')",961173
"('an', 'ci', 'mc', 't')",3578955
"('an', 'ci', 'mc')",3578955
"('an', 'ci', 'mc', 'rt')",961173
"('an', 'ci', 'mc', 'n', 't')",962140
"('an', 'ci', 'mc', 'n')",962140
"('an', 'ci', 'mc', 'n', 'rt')",960723
"('an', 'ci', 'cn', 'mc', 'rt', 't')",505250
"('an', 'ci', 'cn', 'mc', 't')",1935320
"('an', 'ci', 'cn', 'mc')",1935320
"('an', 'ci', 'cn', 'mc', 'rt')",505250
"('an', 'ci', 'cn', 'mc', 'n', 't')",505615
"('an', 'ci', 'cn', 'mc', 'n')",505615
"('an', 'ci', 'cn', 'mc', 'n', 'rt')",505134
"('an', 'chn', 'ci', 'mc', 'n', 'rt', 't')",909946
"('an', 'chn', 'ci', 'n', 'rt', 't')",482841
"('an', 'chn', 'ci', 'rt', 't')",483319
"('an', 'chn', 'ci', 't')",1732265
"('an', 'chn', 'ci')",1732265
"('an', 'chn', 'ci', 'rt')",483319
"('an', 'chn', 'ci', 'n', 't')",482841
"('an', 'chn', 'ci', 'n')",482841
"('an', 'chn', 'ci', 'n', 'rt')",482841
"('an', 'chn', 'ci', 'mc', 'rt', 't')",910376
"('an', 'chn', 'ci', 'mc', 't')",3405373
"('an', 'chn', 'ci', 'mc')",3405373
"('an', 'chn', 'ci', 'mc', 'rt')",910376
"('an', 'chn', 'ci', 'mc', 'n', 't')",909946
"('an', 'chn', 'ci', 'mc', 'n')",909946
"('an', 'chn', 'ci', 'mc', 'n', 'rt')",909946
"('an', 'chn', 'ci', 'cn', 'mc', 'rt', 't')",483198
"('an', 'chn', 'ci', 'cn', 'mc', 't')",1856933
"('an', 'chn', 'ci', 'cn', 'mc')",1856933
"('an', 'chn', 'ci', 'cn', 'mc', 'rt')",483198
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 't')",483082
"('an', 'chn', 'ci', 'cn', 'mc', 'n')",483082
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt')",483082
