aliases,cardinality
"('k', 'mk')",10544
"('k', 'mk', 'ml')",251
"('k', 'lt', 'mk', 'ml')",199
"('k', 'lt', 'mc', 'mk', 'ml')",1021
"('cn', 'k', 'lt', 'mc', 'mk', 'ml')",422
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml')",402
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",1874
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1874
"('ml', 't')",25079
"('mk', 'ml', 't')",278637
"('mi', 'mk', 'ml', 't')",331464
"('mc', 'mi', 'mk', 'ml', 't')",901771
"('lt', 'mc', 'mi', 'mk', 'ml', 't')",112221
"('k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",4602
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",4395
"('mk', 't')",3682142
"('mk', 'ml')",288192
"('mi', 'ml', 't')",21433
"('mi', 't')",711762
"('mi', 'ml')",22843
"('mi', 'mk', 't')",3634138
"('mi', 'mk')",4394080
"('mi', 'mk', 'ml')",337428
"('mc', 'mk', 'ml', 't')",717798
"('mc', 'ml', 't')",40017
"('mc', 't')",942182
"('mc', 'ml')",43026
"('mc', 'mk', 't')",5828917
"('mc', 'mk')",6719220
"('mc', 'mk', 'ml')",732182
"('mc', 'mi', 'ml', 't')",46660
"('mc', 'mi', 't')",653723
"('mc', 'mi')",844453
"('mc', 'mi', 'ml')",48778
"('mc', 'mi', 'mk', 't')",6273840
"('mc', 'mi', 'mk')",7074469
"('mc', 'mi', 'mk', 'ml')",914469
"('lt', 'mi', 'mk', 'ml', 't')",29407
"('lt', 'mk', 'ml', 't')",17328
"('lt', 'ml', 't')",2248
"('lt', 'ml')",2315
"('lt', 'mk', 'ml')",17543
"('lt', 'mi', 'ml', 't')",3742
"('lt', 'mi', 'ml')",3865
"('lt', 'mi', 'mk', 'ml')",29846
"('lt', 'mc', 'mk', 'ml', 't')",53889
"('lt', 'mc', 'ml', 't')",5015
"('lt', 'mc', 'ml')",5069
"('lt', 'mc', 'mk', 'ml')",54010
"('lt', 'mc', 'mi', 'ml', 't')",11831
"('lt', 'mc', 'mi', 'ml')",11901
"('lt', 'mc', 'mi', 'mk', 'ml')",112346
"('k', 'mc', 'mi', 'mk', 'ml', 't')",4770
"('k', 'mi', 'mk', 'ml', 't')",805
"('k', 'mk', 'ml', 't')",251
"('k', 'mk', 't')",8370
"('k', 'mi', 'mk', 't')",7951
"('k', 'mi', 'mk')",9166
"('k', 'mi', 'mk', 'ml')",805
"('k', 'mc', 'mk', 'ml', 't')",1173
"('k', 'mc', 'mk', 't')",11307
"('k', 'mc', 'mk')",14331
"('k', 'mc', 'mk', 'ml')",1173
"('k', 'mc', 'mi', 'mk', 't')",11350
"('k', 'mc', 'mi', 'mk')",12788
"('k', 'mc', 'mi', 'mk', 'ml')",4770
"('k', 'lt', 'mi', 'mk', 'ml', 't')",746
"('k', 'lt', 'mk', 'ml', 't')",199
"('k', 'lt', 'mi', 'mk', 'ml')",746
"('k', 'lt', 'mc', 'mk', 'ml', 't')",1021
"('k', 'lt', 'mc', 'mi', 'mk', 'ml')",4602
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",99902
"('ct', 'mc', 'mi', 'mk', 'ml', 't')",734833
"('ct', 'mc', 'mk', 'ml', 't')",595917
"('ct', 'mc', 'ml', 't')",33274
"('ct', 'mc', 't')",883911
"('ct', 'mc')",1193928
"('ct', 'mc', 'ml')",36283
"('ct', 'mc', 'mk', 't')",5144891
"('ct', 'mc', 'mk')",5975292
"('ct', 'mc', 'mk', 'ml')",610301
"('ct', 'mc', 'mi', 'ml', 't')",38431
"('ct', 'mc', 'mi', 't')",607228
"('ct', 'mc', 'mi')",791081
"('ct', 'mc', 'mi', 'ml')",40549
"('ct', 'mc', 'mi', 'mk', 't')",5503454
"('ct', 'mc', 'mi', 'mk')",6257550
"('ct', 'mc', 'mi', 'mk', 'ml')",747531
"('ct', 'lt', 'mc', 'mk', 'ml', 't')",45089
"('ct', 'lt', 'mc', 'ml', 't')",4339
"('ct', 'lt', 'mc', 'ml')",4393
"('ct', 'lt', 'mc', 'mk', 'ml')",45210
"('ct', 'lt', 'mc', 'mi', 'ml', 't')",10567
"('ct', 'lt', 'mc', 'mi', 'ml')",10637
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml')",100027
"('ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",4501
"('ct', 'k', 'mc', 'mk', 'ml', 't')",1052
"('ct', 'k', 'mc', 'mk', 't')",9499
"('ct', 'k', 'mc', 'mk')",11915
"('ct', 'k', 'mc', 'mk', 'ml')",1052
"('ct', 'k', 'mc', 'mi', 'mk', 't')",9544
"('ct', 'k', 'mc', 'mi', 'mk')",10845
"('ct', 'k', 'mc', 'mi', 'mk', 'ml')",4501
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",962
"('ct', 'k', 'lt', 'mc', 'mk', 'ml')",962
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",4395
"('cn', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1970
"('cn', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",34032
"('cn', 'mc', 'mi', 'mk', 'ml', 't')",73441
"('cn', 'mc', 'mk', 'ml', 't')",47862
"('cn', 'mc', 'ml', 't')",2878
"('cn', 'mc', 't')",163964
"('cn', 'mc')",240875
"('cn', 'mc', 'ml')",3079
"('cn', 'mc', 'mk', 't')",1311509
"('cn', 'mc', 'mk')",1483541
"('cn', 'mc', 'mk', 'ml')",49014
"('cn', 'mc', 'mi', 'ml', 't')",5868
"('cn', 'mc', 'mi', 't')",115155
"('cn', 'mc', 'mi')",168053
"('cn', 'mc', 'mi', 'ml')",6087
"('cn', 'mc', 'mi', 'mk', 't')",1468012
"('cn', 'mc', 'mi', 'mk')",1624102
"('cn', 'mc', 'mi', 'mk', 'ml')",74619
"('cn', 'lt', 'mc', 'mk', 'ml', 't')",9414
"('cn', 'lt', 'mc', 'ml', 't')",1178
"('cn', 'lt', 'mc', 'ml')",1200
"('cn', 'lt', 'mc', 'mk', 'ml')",9430
"('cn', 'lt', 'mc', 'mi', 'ml', 't')",4082
"('cn', 'lt', 'mc', 'mi', 'ml')",4131
"('cn', 'lt', 'mc', 'mi', 'mk', 'ml')",34068
"('cn', 'k', 'mc', 'mi', 'mk', 'ml', 't')",2000
"('cn', 'k', 'mc', 'mk', 'ml', 't')",452
"('cn', 'k', 'mc', 'mk', 't')",2035
"('cn', 'k', 'mc', 'mk')",2802
"('cn', 'k', 'mc', 'mk', 'ml')",452
"('cn', 'k', 'mc', 'mi', 'mk', 't')",2209
"('cn', 'k', 'mc', 'mi', 'mk')",2530
"('cn', 'k', 'mc', 'mi', 'mk', 'ml')",2000
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",422
"('cn', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",1970
"('cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",33031
"('cn', 'ct', 'mc', 'mi', 'mk', 'ml', 't')",64544
"('cn', 'ct', 'mc', 'mk', 'ml', 't')",39227
"('cn', 'ct', 'mc', 'ml', 't')",2600
"('cn', 'ct', 'mc', 't')",153249
"('cn', 'ct', 'mc')",224256
"('cn', 'ct', 'mc', 'ml')",2801
"('cn', 'ct', 'mc', 'mk', 't')",1178813
"('cn', 'ct', 'mc', 'mk')",1337515
"('cn', 'ct', 'mc', 'mk', 'ml')",40379
"('cn', 'ct', 'mc', 'mi', 'ml', 't')",5522
"('cn', 'ct', 'mc', 'mi', 't')",107447
"('cn', 'ct', 'mc', 'mi')",158021
"('cn', 'ct', 'mc', 'mi', 'ml')",5741
"('cn', 'ct', 'mc', 'mi', 'mk', 't')",1317266
"('cn', 'ct', 'mc', 'mi', 'mk')",1463641
"('cn', 'ct', 'mc', 'mi', 'mk', 'ml')",65722
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml', 't')",8697
"('cn', 'ct', 'lt', 'mc', 'ml', 't')",1130
"('cn', 'ct', 'lt', 'mc', 'ml')",1152
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml')",8713
"('cn', 'ct', 'lt', 'mc', 'mi', 'ml', 't')",3966
"('cn', 'ct', 'lt', 'mc', 'mi', 'ml')",4015
"('cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml')",33067
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",1894
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",422
"('cn', 'ct', 'k', 'mc', 'mk', 't')",1803
"('cn', 'ct', 'k', 'mc', 'mk')",2293
"('cn', 'ct', 'k', 'mc', 'mk', 'ml')",422
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 't')",1947
"('cn', 'ct', 'k', 'mc', 'mi', 'mk')",2227
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 'ml')",1894
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",402
