aliases,cardinality
"('cn', 'mc')",99
"('cn', 'mc', 't')",4
"('cn', 'mc', 'mk', 't')",83
"('ci', 'cn', 'mc', 'mk', 't')",1841
"('an', 'ci', 'cn', 'mc', 'mk', 't')",4855
"('an', 'chn', 'ci', 'cn', 'mc', 'mk', 't')",4750
"('an', 'chn', 'ci', 'cn', 'mc', 'mi', 'mk', 't')",13110
"('an', 'chn', 'ci', 'cn', 'it', 'mc', 'mi', 'mk', 't')",13110
"('an', 'chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 't')",636
"('an', 'chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 't')",45
"('an', 'chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",45
"('ci', 't')",68
"('ci', 'rt', 't')",17
"('ci', 'n', 'rt', 't')",3
"('ci', 'mk', 'n', 'rt', 't')",74
"('ci', 'mi', 'mk', 'n', 'rt', 't')",162
"('ci', 'mc', 'mi', 'mk', 'n', 'rt', 't')",3360
"('ci', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",155
"('ci', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",155
"('ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",9
"('chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",9
"('ci', 'rt')",276166
"('ci', 'n', 't')",3
"('ci', 'n')",6554
"('ci', 'n', 'rt')",6552
"('ci', 'mk', 'rt', 't')",477
"('mk', 't')",88
"('ci', 'mk', 't')",1886
"('ci', 'mk')",4575483
"('ci', 'mk', 'rt')",1257179
"('ci', 'mk', 'n', 't')",74
"('ci', 'mk', 'n')",41494
"('ci', 'mk', 'n', 'rt')",41448
"('ci', 'mi', 'n', 'rt', 't')",5
"('ci', 'mi', 'rt', 't')",33
"('mi', 't')",9
"('ci', 'mi', 't')",136
"('ci', 'mi')",133783
"('ci', 'mi', 'rt')",39071
"('ci', 'mi', 'n', 't')",5
"('ci', 'mi', 'n')",1017
"('ci', 'mi', 'n', 'rt')",1017
"('ci', 'mi', 'mk', 'rt', 't')",1181
"('mi', 'mk', 't')",167
"('ci', 'mi', 'mk', 't')",4878
"('mi', 'mk')",954852
"('ci', 'mi', 'mk')",1778365
"('ci', 'mi', 'mk', 'rt')",466959
"('ci', 'mi', 'mk', 'n', 't')",162
"('ci', 'mi', 'mk', 'n')",15613
"('ci', 'mi', 'mk', 'n', 'rt')",15613
"('ci', 'mc', 'mk', 'n', 'rt', 't')",1160
"('ci', 'mc', 'n', 'rt', 't')",29
"('ci', 'mc', 'rt', 't')",215
"('mc', 't')",36
"('ci', 'mc', 't')",912
"('ci', 'mc')",1548085
"('ci', 'mc', 'rt')",474025
"('ci', 'mc', 'n', 't')",29
"('ci', 'mc', 'n')",14556
"('ci', 'mc', 'n', 'rt')",14547
"('ci', 'mc', 'mk', 'rt', 't')",8995
"('mc', 'mk', 't')",1211
"('ci', 'mc', 'mk', 't')",38060
"('mc', 'mk')",34863638
"('ci', 'mc', 'mk')",41655338
"('ci', 'mc', 'mk', 'rt')",11596658
"('ci', 'mc', 'mk', 'n', 't')",1160
"('ci', 'mc', 'mk', 'n')",443062
"('ci', 'mc', 'mk', 'n', 'rt')",442750
"('ci', 'mc', 'mi', 'n', 'rt', 't')",79
"('ci', 'mc', 'mi', 'rt', 't')",615
"('mc', 'mi', 't')",82
"('ci', 'mc', 'mi', 't')",2612
"('mc', 'mi')",463263
"('ci', 'mc', 'mi')",486818
"('ci', 'mc', 'mi', 'rt')",150081
"('ci', 'mc', 'mi', 'n', 't')",79
"('ci', 'mc', 'mi', 'n')",5355
"('ci', 'mc', 'mi', 'n', 'rt')",5355
"('ci', 'mc', 'mi', 'mk', 'rt', 't')",26595
"('mc', 'mi', 'mk', 't')",3375
"('ci', 'mc', 'mi', 'mk', 't')",112860
"('mc', 'mi', 'mk')",16076286
"('ci', 'mc', 'mi', 'mk')",24560169
"('ci', 'mc', 'mi', 'mk', 'rt')",6725914
"('ci', 'mc', 'mi', 'mk', 'n', 't')",3360
"('ci', 'mc', 'mi', 'mk', 'n')",271486
"('ci', 'mc', 'mi', 'mk', 'n', 'rt')",271486
"('ci', 'k', 'mi', 'mk', 'n', 'rt', 't')",9
"('ci', 'k', 'mk', 'n', 'rt', 't')",5
"('ci', 'k', 'mk', 'rt', 't')",31
"('k', 'mk', 't')",7
