aliases,cardinality
"('cc', 'cct1')",24592
"('cc', 'cct1', 't')",2083
"('cc', 'cct1', 'kt', 't')",1033
"('cc', 'cct1', 'kt', 'mi', 't')",5
"('cc', 'cct1', 'it1', 'kt', 'mi', 't')",5
"('cc', 'cct1', 'it1', 'kt', 'mi', 'mk', 't')",615
"('cc', 'cct1', 'it1', 'kt', 'mc', 'mi', 'mk', 't')",618
"('cc', 'cct1', 'cn', 'it1', 'kt', 'mc', 'mi', 'mk', 't')",618
"('cc', 'cct1', 'cn', 'ct', 'it1', 'kt', 'mc', 'mi', 'mk', 't')",618
"('cc', 'cct1', 'cn', 'ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",618
"('mk', 't')",1970380
"('mi', 'mk', 't')",4309
"('mc', 'mi', 'mk', 't')",8703
"('kt', 'mc', 'mi', 'mk', 't')",4449
"('k', 'kt', 'mc', 'mi', 'mk', 't')",4449
"('it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",4449
"('ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",4449
"('cn', 'ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",3808
"('cc', 'cn', 'ct', 'it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",696
"('mi', 't')",1749
"('mi', 'mk')",4463
"('mc', 'mk', 't')",16657594
"('mc', 't')",1170186
"('mc', 'mk')",34863638
"('mc', 'mi', 't')",2820
"('mc', 'mi')",2884
"('mc', 'mi', 'mk')",9187
"('kt', 'mi', 'mk', 't')",2508
"('kt', 'mk', 't')",1053171
"('kt', 't')",274015
"('kt', 'mi', 't')",818
"('kt', 'mc', 'mk', 't')",13832966
"('kt', 'mc', 't')",485778
"('kt', 'mc', 'mi', 't')",1166
"('k', 'mc', 'mi', 'mk', 't')",8703
"('k', 'mi', 'mk', 't')",4309
"('k', 'mk', 't')",1970380
"('k', 'mk')",4523930
"('k', 'mi', 'mk')",4463
"('k', 'mc', 'mk', 't')",16657594
"('k', 'mc', 'mk')",34863638
"('k', 'mc', 'mi', 'mk')",9187
"('k', 'kt', 'mi', 'mk', 't')",2508
"('k', 'kt', 'mk', 't')",1053171
"('k', 'kt', 'mc', 'mk', 't')",13832966
"('it1', 'kt', 'mc', 'mi', 'mk', 't')",4449
