aliases,cardinality
"('lt', 'ml')",5186
"('lt', 'ml', 't')",435
"('ci', 'lt', 'ml', 't')",33415
"('ci', 'lt', 'ml', 'n', 't')",1076
"('ci', 'lt', 'ml', 'n', 'pi', 't')",8
"('an', 'ci', 'lt', 'ml', 'n', 'pi', 't')",16
"('an', 'ci', 'it', 'lt', 'ml', 'n', 'pi', 't')",16
"('ci', 't')",1162163
"('ci', 'pi', 't')",445
"('ci', 'n', 'pi', 't')",22
"('ci', 'ml', 'n', 'pi', 't')",23
"('ci', 'it', 'lt', 'ml', 'n', 'pi', 't')",8
"('ci', 'pi')",8764
"('ci', 'n', 't')",33044
"('ci', 'n')",912324
"('n', 'pi')",3
"('ci', 'n', 'pi')",276
"('ci', 'ml', 'pi', 't')",68
"('ml', 't')",1784
"('ci', 'ml', 't')",111779
"('ci', 'ml')",1845530
"('ci', 'ml', 'pi')",787
"('ci', 'ml', 'n', 't')",3736
"('ci', 'ml', 'n')",47478
"('ci', 'ml', 'n', 'pi')",110
"('ci', 'lt', 'ml', 'pi', 't')",14
"('ci', 'lt', 'ml')",411769
"('ci', 'lt', 'ml', 'pi')",249
"('ci', 'lt', 'ml', 'n')",10865
"('ci', 'lt', 'ml', 'n', 'pi')",31
"('ci', 'it', 'ml', 'n', 'pi', 't')",23
"('ci', 'it', 'n', 'pi', 't')",22
"('ci', 'it', 'pi', 't')",445
"('it', 'pi')",64
"('ci', 'it', 'pi')",8764
"('it', 'n', 'pi')",3
"('ci', 'it', 'n', 'pi')",276
"('ci', 'it', 'ml', 'pi', 't')",68
"('ci', 'it', 'ml', 'pi')",787
"('ci', 'it', 'ml', 'n', 'pi')",110
"('ci', 'it', 'lt', 'ml', 'pi', 't')",14
"('ci', 'it', 'lt', 'ml', 'pi')",249
"('ci', 'it', 'lt', 'ml', 'n', 'pi')",31
"('an', 'ci', 'ml', 'n', 'pi', 't')",46
"('an', 'ci', 'n', 'pi', 't')",32
"('an', 'ci', 'pi', 't')",799
"('an', 'ci', 't')",1072425
"('an', 'ci')",27144680
"('an', 'ci', 'pi')",15021
"('an', 'pi')",98
"('an', 'ci', 'n', 't')",37760
"('an', 'ci', 'n')",892404
"('an', 'n')",16157
"('an', 'ci', 'n', 'pi')",353
"('an', 'n', 'pi')",3
"('an', 'ci', 'ml', 'pi', 't')",139
"('an', 'ci', 'ml', 't')",97248
"('an', 'ci', 'ml')",1642879
"('an', 'ci', 'ml', 'pi')",1175
"('an', 'ci', 'ml', 'n', 't')",3363
"('an', 'ci', 'ml', 'n')",52049
"('an', 'ci', 'ml', 'n', 'pi')",176
"('an', 'ci', 'lt', 'ml', 'pi', 't')",27
"('an', 'ci', 'lt', 'ml', 't')",28284
"('an', 'ci', 'lt', 'ml')",348475
"('an', 'ci', 'lt', 'ml', 'pi')",351
"('an', 'ci', 'lt', 'ml', 'n', 't')",992
"('an', 'ci', 'lt', 'ml', 'n')",11752
"('an', 'ci', 'lt', 'ml', 'n', 'pi')",46
"('an', 'ci', 'it', 'ml', 'n', 'pi', 't')",46
"('an', 'ci', 'it', 'n', 'pi', 't')",32
"('an', 'ci', 'it', 'pi', 't')",799
"('an', 'ci', 'it', 'pi')",15021
"('an', 'it', 'pi')",98
"('an', 'ci', 'it', 'n', 'pi')",353
"('an', 'it', 'n', 'pi')",3
"('an', 'ci', 'it', 'ml', 'pi', 't')",139
"('an', 'ci', 'it', 'ml', 'pi')",1175
"('an', 'ci', 'it', 'ml', 'n', 'pi')",176
"('an', 'ci', 'it', 'lt', 'ml', 'pi', 't')",27
"('an', 'ci', 'it', 'lt', 'ml', 'pi')",351
"('an', 'ci', 'it', 'lt', 'ml', 'n', 'pi')",46
