aliases,cardinality
"('lt', 'ml')",5186
"('lt', 'ml', 't')",1467
"('ci', 'lt', 'ml', 't')",105262
"('ci', 'lt', 'ml', 'n', 't')",15732
"('ci', 'lt', 'ml', 'n', 'pi', 't')",11
"('an', 'ci', 'lt', 'ml', 'n', 'pi', 't')",20
"('an', 'ci', 'it', 'lt', 'ml', 'n', 'pi', 't')",20
"('ci', 't')",5255691
"('ci', 'pi', 't')",1401
"('ci', 'n', 'pi', 't')",339
"('ci', 'ml', 'n', 'pi', 't')",45
"('ci', 'it', 'lt', 'ml', 'n', 'pi', 't')",11
"('ci', 'pi')",8764
"('ci', 'n', 't')",744748
"('ci', 'n')",4793249
"('n', 'pi')",14
"('ci', 'n', 'pi')",2279
"('ci', 'ml', 'pi', 't')",119
"('ml', 't')",6750
"('ci', 'ml', 't')",424640
"('ci', 'ml')",1845530
"('ci', 'ml', 'pi')",787
"('ci', 'ml', 'n', 't')",62878
"('ci', 'ml', 'n')",256599
"('ci', 'ml', 'n', 'pi')",297
"('ci', 'lt', 'ml', 'pi', 't')",32
"('ci', 'lt', 'ml')",411769
"('ci', 'lt', 'ml', 'pi')",249
"('ci', 'it', 'n', 'pi', 't')",339
"('ci', 'it', 'pi', 't')",1401
"('it', 'pi')",64
"('ci', 'it', 'pi')",8764
"('it', 'n', 'pi')",14
"('ci', 'it', 'n', 'pi')",2279
"('ci', 'it', 'ml', 'pi', 't')",119
"('ci', 'it', 'ml', 'pi')",787
"('ci', 'it', 'ml', 'n', 'pi')",297
"('ci', 'it', 'lt', 'ml', 'pi', 't')",32
"('ci', 'it', 'lt', 'ml', 'pi')",249
"('ci', 'it', 'lt', 'ml', 'n', 'pi')",87
"('an', 'ci', 'ml', 'n', 'pi', 't')",74
"('an', 'ci', 'n', 'pi', 't')",375
"('an', 'ci', 'pi', 't')",2463
"('an', 'ci', 't')",4877691
"('an', 'ci')",27144680
"('an', 'ci', 'pi')",15021
"('an', 'pi')",98
"('an', 'ci', 'n', 't')",836685
"('an', 'ci', 'n')",4504232
"('an', 'n')",76284
"('an', 'ci', 'n', 'pi')",2405
"('an', 'n', 'pi')",14
"('an', 'ci', 'ml', 'pi', 't')",208
"('an', 'ci', 'ml', 't')",407992
"('ci', 'lt', 'ml', 'n')",57725
"('ci', 'lt', 'ml', 'n', 'pi')",87
"('ci', 'it', 'ml', 'n', 'pi', 't')",45
"('an', 'ci', 'ml')",1642879
"('an', 'ci', 'ml', 'pi')",1175
"('an', 'ci', 'ml', 'n', 't')",78903
"('an', 'ci', 'ml', 'n')",300294
"('an', 'ci', 'ml', 'n', 'pi')",346
"('an', 'ci', 'lt', 'ml', 'pi', 't')",57
"('an', 'ci', 'lt', 'ml', 't')",96434
"('an', 'ci', 'lt', 'ml')",348475
"('an', 'ci', 'lt', 'ml', 'pi')",351
"('an', 'ci', 'lt', 'ml', 'n', 't')",17862
"('an', 'ci', 'lt', 'ml', 'n')",61666
"('an', 'ci', 'lt', 'ml', 'n', 'pi')",96
"('an', 'ci', 'it', 'ml', 'n', 'pi', 't')",74
"('an', 'ci', 'it', 'n', 'pi', 't')",375
"('an', 'ci', 'it', 'pi', 't')",2463
"('an', 'ci', 'it', 'pi')",15021
"('an', 'it', 'pi')",98
"('an', 'ci', 'it', 'n', 'pi')",2405
"('an', 'it', 'n', 'pi')",14
"('an', 'ci', 'it', 'ml', 'pi', 't')",208
"('an', 'ci', 'it', 'ml', 'pi')",1175
"('an', 'ci', 'it', 'ml', 'n', 'pi')",346
"('an', 'ci', 'it', 'lt', 'ml', 'pi', 't')",57
"('an', 'ci', 'it', 'lt', 'ml', 'pi')",351
"('an', 'ci', 'it', 'lt', 'ml', 'n', 'pi')",96
