aliases,cardinality
"('k', 'mk')",41840
"('ci', 'k', 'mk')",1038393
"('ci', 'k', 'mk', 'n')",1972
"('ci', 'k', 'mc', 'mk', 'n')",11538
"('ci', 'cn', 'k', 'mc', 'mk', 'n')",11538
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",11538
"('ci', 't')",36244344
"('ci', 'n', 't')",48290
"('ci', 'mk', 'n', 't')",313632
"('ci', 'mc', 'mk', 'n', 't')",3810463
"('ci', 'k', 'mc', 'mk', 'n', 't')",11538
"('ci', 'n')",48290
"('mk', 't')",4523930
"('ci', 'mk', 't')",215765477
"('ci', 'mk')",215765477
"('ci', 'mk', 'n')",313632
"('ci', 'mc', 'n', 't')",112630
"('mc', 't')",2609129
"('ci', 'mc', 't')",80274241
"('ci', 'mc')",80274241
"('ci', 'mc', 'n')",112630
"('mc', 'mk', 't')",34863638
"('ci', 'mc', 'mk', 't')",3101350543
"('mc', 'mk')",34863638
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 'mk', 'n')",3810463
"('ci', 'k', 'mk', 'n', 't')",1972
"('k', 'mk', 't')",41840
"('ci', 'k', 'mk', 't')",1038393
"('k', 'mc', 'mk', 't')",148552
"('ci', 'k', 'mc', 'mk', 't')",7796926
"('k', 'mc', 'mk')",148552
"('ci', 'k', 'mc', 'mk')",7796926
"('ci', 'cn', 'mc', 'mk', 'n', 't')",3810463
"('ci', 'cn', 'mc', 'n', 't')",112630
"('cn', 'mc', 't')",2609129
"('ci', 'cn', 'mc', 't')",80274241
"('cn', 'mc')",2609129
"('ci', 'cn', 'mc')",80274241
"('ci', 'cn', 'mc', 'n')",112630
"('cn', 'mc', 'mk', 't')",34863638
"('ci', 'cn', 'mc', 'mk', 't')",3101350543
"('cn', 'mc', 'mk')",34863638
"('ci', 'cn', 'mc', 'mk')",3101350543
"('ci', 'cn', 'mc', 'mk', 'n')",3810463
"('cn', 'k', 'mc', 'mk', 't')",148552
"('ci', 'cn', 'k', 'mc', 'mk', 't')",7796926
"('cn', 'k', 'mc', 'mk')",148552
"('ci', 'cn', 'k', 'mc', 'mk')",7796926
