aliases,cardinality
"('k', 'mk')",47403
"('k', 'mk', 'ml')",1460
"('k', 'mc', 'mk', 'ml')",15510
"('ct', 'k', 'mc', 'mk', 'ml')",14916
"('cn', 'ct', 'k', 'mc', 'mk', 'ml')",6946
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml')",6946
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",6946
"('ml', 't')",29726
"('mk', 'ml', 't')",286392
"('mc', 'mk', 'ml', 't')",3405648
"('lt', 'mc', 'mk', 'ml', 't')",3405648
"('k', 'lt', 'mc', 'mk', 'ml', 't')",15510
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",14916
"('mk', 't')",3961736
"('mk', 'ml')",288192
"('mc', 'ml', 't')",104935
"('mc', 't')",1139554
"('mc', 'ml')",105089
"('mc', 'mk', 't')",25153190
"('mc', 'mk')",28144418
"('mc', 'mk', 'ml')",3407594
"('lt', 'mk', 'ml', 't')",286392
"('lt', 'ml', 't')",29726
"('lt', 'ml')",29997
"('lt', 'mk', 'ml')",288192
"('lt', 'mc', 'ml', 't')",104935
"('lt', 'mc', 'ml')",105089
"('lt', 'mc', 'mk', 'ml')",3407594
"('k', 'mc', 'mk', 'ml', 't')",15510
"('k', 'mk', 'ml', 't')",1460
"('k', 'mk', 't')",36063
"('k', 'mc', 'mk', 't')",143932
"('k', 'mc', 'mk')",169414
"('k', 'lt', 'mk', 'ml', 't')",1460
"('k', 'lt', 'mk', 'ml')",1460
"('k', 'lt', 'mc', 'mk', 'ml')",15510
"('ct', 'lt', 'mc', 'mk', 'ml', 't')",3221910
"('ct', 'mc', 'mk', 'ml', 't')",3221910
"('ct', 'mc', 'ml', 't')",96891
"('ct', 'mc', 't')",1015221
"('ct', 'mc')",1196185
"('ct', 'mc', 'ml')",97035
"('ct', 'mc', 'mk', 't')",22848431
"('ct', 'mc', 'mk')",25699259
"('ct', 'mc', 'mk', 'ml')",3223836
"('ct', 'lt', 'mc', 'ml', 't')",96891
"('ct', 'lt', 'mc', 'ml')",97035
"('ct', 'lt', 'mc', 'mk', 'ml')",3223836
"('ct', 'k', 'mc', 'mk', 'ml', 't')",14916
"('ct', 'k', 'mc', 'mk', 't')",130831
"('ct', 'k', 'mc', 'mk')",154786
"('ct', 'k', 'lt', 'mc', 'mk', 'ml')",14916
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",6946
"('cn', 'lt', 'mc', 'mk', 'ml', 't')",780947
"('cn', 'mc', 'mk', 'ml', 't')",780947
"('cn', 'mc', 'ml', 't')",8402
"('cn', 'mc', 't')",12059
"('cn', 'mc')",13893
"('cn', 'mc', 'ml')",8402
"('cn', 'mc', 'mk', 't')",803077
"('cn', 'mc', 'mk')",859708
"('cn', 'mc', 'mk', 'ml')",780947
"('cn', 'lt', 'mc', 'ml', 't')",8402
"('cn', 'lt', 'mc', 'ml')",8402
"('cn', 'lt', 'mc', 'mk', 'ml')",780947
"('cn', 'k', 'mc', 'mk', 'ml', 't')",6946
"('cn', 'k', 'mc', 'mk', 't')",4279
"('cn', 'k', 'mc', 'mk')",4921
"('cn', 'k', 'mc', 'mk', 'ml')",6946
"('cn', 'k', 'lt', 'mc', 'mk', 'ml')",6946
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml', 't')",780776
"('cn', 'ct', 'mc', 'mk', 'ml', 't')",780776
"('cn', 'ct', 'mc', 'ml', 't')",8393
"('cn', 'ct', 'mc', 't')",11462
"('cn', 'ct', 'mc')",13192
"('cn', 'ct', 'mc', 'ml')",8393
"('cn', 'ct', 'mc', 'mk', 't')",776052
"('cn', 'ct', 'mc', 'mk')",827544
"('cn', 'ct', 'mc', 'mk', 'ml')",780776
"('cn', 'ct', 'lt', 'mc', 'ml', 't')",8393
"('cn', 'ct', 'lt', 'mc', 'ml')",8393
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml')",780776
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",6946
"('cn', 'ct', 'k', 'mc', 'mk', 't')",4137
"('cn', 'ct', 'k', 'mc', 'mk')",4726
