aliases,cardinality
"('cn', 'mc')",1153798
"('cn', 'mc', 't')",596250
"('ci', 'cn', 'mc', 't')",782104
"('chn', 'ci', 'cn', 'mc', 't')",10
"('chn', 'ci', 'cn', 'ct', 'mc', 't')",10
"('chn', 'ci', 'cn', 'ct', 'mc', 'rt', 't')",10
"('ci', 't')",1071330
"('ci', 'rt', 't')",1071330
"('ci', 'mc', 'rt', 't')",1942704
"('ci', 'ct', 'mc', 'rt', 't')",1942704
"('ci', 'cn', 'ct', 'mc', 'rt', 't')",782104
"('ci', 'rt')",1435439
"('mc', 't')",1508127
"('ci', 'mc', 't')",1942704
"('ci', 'ct', 'mc', 't')",1942704
"('ct', 'mc')",2609129
"('ci', 'ct', 'mc')",2743255
"('ci', 'ct', 'mc', 'rt')",2743255
"('ci', 'cn', 'mc', 'rt', 't')",782104
"('ci', 'cn', 'mc')",1210267
"('ci', 'cn', 'mc', 'rt')",1210267
"('cn', 'ct', 'mc', 't')",596250
"('ci', 'mc')",2743255
"('ci', 'mc', 'rt')",2743255
"('ct', 'mc', 't')",1508127
"('ci', 'cn', 'ct', 'mc', 't')",782104
"('cn', 'ct', 'mc')",1153798
"('ci', 'cn', 'ct', 'mc')",1210267
"('ci', 'cn', 'ct', 'mc', 'rt')",1210267
"('chn', 'ci', 'ct', 'mc', 'rt', 't')",23
"('chn', 'ci', 'mc', 'rt', 't')",23
"('chn', 'ci', 'rt', 't')",12
"('chn', 'ci', 't')",12
"('chn', 'ci')",15
"('chn', 'ci', 'rt')",15
"('chn', 'ci', 'mc', 't')",23
"('chn', 'ci', 'mc')",31
"('chn', 'ci', 'mc', 'rt')",31
"('chn', 'ci', 'ct', 'mc', 't')",23
"('chn', 'ci', 'ct', 'mc')",31
"('chn', 'ci', 'ct', 'mc', 'rt')",31
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",10
"('chn', 'ci', 'cn', 'mc')",14
"('chn', 'ci', 'cn', 'mc', 'rt')",14
"('chn', 'ci', 'cn', 'ct', 'mc')",14
"('chn', 'ci', 'cn', 'ct', 'mc', 'rt')",14
