aliases,cardinality
"('k', 'mk')",41840
"('k', 'mk', 't')",5385
"('k', 'mc', 'mk', 't')",8661
"('cn', 'k', 'mc', 'mk', 't')",6766
"('ci', 'cn', 'k', 'mc', 'mk', 't')",169273
"('ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",169273
"('an', 'ci', 'cn', 'k', 'mc', 'mk', 'n', 't')",249455
"('ci', 't')",11826137
"('ci', 'n', 't')",11826137
"('ci', 'mk', 'n', 't')",13104838
"('ci', 'mc', 'mk', 'n', 't')",49677837
"('ci', 'k', 'mc', 'mk', 'n', 't')",239584
"('ci', 'n')",36244344
"('mk', 't')",376293
"('ci', 'mk', 't')",13104838
"('ci', 'mk')",215765477
"('ci', 'mk', 'n')",215765477
"('ci', 'mc', 'n', 't')",14754462
"('mc', 't')",472722
"('ci', 'mc', 't')",14754462
"('ci', 'mc')",80274241
"('ci', 'mc', 'n')",80274241
"('mc', 'mk', 't')",980620
"('ci', 'mc', 'mk', 't')",49677837
"('mc', 'mk')",34863638
"('ci', 'mc', 'mk')",3101350543
"('ci', 'mc', 'mk', 'n')",3101350543
"('ci', 'k', 'mk', 'n', 't')",99159
"('ci', 'k', 'mk', 't')",99159
"('ci', 'k', 'mk')",1038393
"('ci', 'k', 'mk', 'n')",1038393
"('ci', 'k', 'mc', 'mk', 't')",239584
"('k', 'mc', 'mk')",148552
"('ci', 'k', 'mc', 'mk')",7796926
"('ci', 'k', 'mc', 'mk', 'n')",7796926
"('ci', 'cn', 'mc', 'mk', 'n', 't')",27685038
"('ci', 'cn', 'mc', 'n', 't')",8474633
"('cn', 'mc', 't')",288518
"('ci', 'cn', 'mc', 't')",8474633
"('cn', 'mc')",1153798
"('ci', 'cn', 'mc')",32289229
"('ci', 'cn', 'mc', 'n')",32289229
"('cn', 'mc', 'mk', 't')",563795
"('ci', 'cn', 'mc', 'mk', 't')",27685038
"('cn', 'mc', 'mk')",12177631
"('ci', 'cn', 'mc', 'mk')",916402420
"('ci', 'cn', 'mc', 'mk', 'n')",916402420
"('cn', 'k', 'mc', 'mk')",68316
"('ci', 'cn', 'k', 'mc', 'mk')",2832555
"('ci', 'cn', 'k', 'mc', 'mk', 'n')",2832555
"('an', 'ci', 'k', 'mc', 'mk', 'n', 't')",317940
"('an', 'ci', 'mc', 'mk', 'n', 't')",56545964
"('an', 'ci', 'mk', 'n', 't')",15889184
"('an', 'ci', 'n', 't')",11756903
"('an', 'ci', 't')",11756903
"('an', 'ci')",36417493
"('an', 'ci', 'n')",36417493
"('an', 'n')",901343
"('an', 'ci', 'mk', 't')",15889184
"('an', 'ci', 'mk')",253950969
"('an', 'ci', 'mk', 'n')",253950969
"('an', 'ci', 'mc', 'n', 't')",17646988
"('an', 'ci', 'mc', 't')",17646988
"('an', 'ci', 'mc')",87239860
"('an', 'ci', 'mc', 'n')",87239860
"('an', 'ci', 'mc', 'mk', 't')",56545964
"('an', 'ci', 'mc', 'mk')",3185061897
"('an', 'ci', 'mc', 'mk', 'n')",3185061897
"('an', 'ci', 'k', 'mk', 'n', 't')",137156
"('an', 'ci', 'k', 'mk', 't')",137156
"('an', 'ci', 'k', 'mk')",1294886
"('an', 'ci', 'k', 'mk', 'n')",1294886
"('an', 'ci', 'k', 'mc', 'mk', 't')",317940
"('an', 'ci', 'k', 'mc', 'mk')",8847894
"('an', 'ci', 'k', 'mc', 'mk', 'n')",8847894
"('an', 'ci', 'cn', 'mc', 'mk', 'n', 't')",34049845
"('an', 'ci', 'cn', 'mc', 'n', 't')",11093920
"('an', 'ci', 'cn', 'mc', 't')",11093920
"('an', 'ci', 'cn', 'mc')",41307596
"('an', 'ci', 'cn', 'mc', 'n')",41307596
"('an', 'ci', 'cn', 'mc', 'mk', 't')",34049845
"('an', 'ci', 'cn', 'mc', 'mk')",1074293838
"('an', 'ci', 'cn', 'mc', 'mk', 'n')",1074293838
"('an', 'ci', 'cn', 'k', 'mc', 'mk', 't')",249455
"('an', 'ci', 'cn', 'k', 'mc', 'mk')",3710592
"('an', 'ci', 'cn', 'k', 'mc', 'mk', 'n')",3710592
