aliases,cardinality
"('an', 'n')",10525
"('an', 'ci', 'n')",8204
"('an', 'ci', 'n', 'rt')",8204
"('an', 'chn', 'ci', 'n', 'rt')",7726
"('an', 'chn', 'ci', 'mc', 'n', 'rt')",18345
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt')",8144
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",8144
"('ci', 't')",867477
"('ci', 'rt', 't')",276166
"('ci', 'n', 'rt', 't')",6552
"('ci', 'mc', 'n', 'rt', 't')",14547
"('ci', 'cn', 'mc', 'n', 'rt', 't')",4938
"('chn', 'ci', 'cn', 'mc', 'n', 'rt', 't')",4503
"('ci', 'rt')",276166
"('ci', 'n', 't')",6554
"('ci', 'n')",6554
"('ci', 'n', 'rt')",6552
"('ci', 'mc', 'rt', 't')",474025
"('mc', 't')",2609129
"('ci', 'mc', 't')",1548085
"('ci', 'mc')",1548085
"('ci', 'mc', 'rt')",474025
"('ci', 'mc', 'n', 't')",14556
"('ci', 'mc', 'n')",14556
"('ci', 'mc', 'n', 'rt')",14547
"('ci', 'cn', 'mc', 'rt', 't')",189554
"('cn', 'mc', 't')",1153798
"('ci', 'cn', 'mc', 't')",671694
"('ci', 'cn', 'mc', 'rt')",189554
"('ci', 'cn', 'mc', 'n', 't')",4943
"('ci', 'cn', 'mc', 'n')",4943
"('ci', 'cn', 'mc', 'n', 'rt')",4938
"('chn', 'ci', 'mc', 'n', 'rt', 't')",12383
"('chn', 'ci', 'n', 'rt', 't')",5686
"('chn', 'ci', 'rt', 't')",255651
"('chn', 'ci', 't')",801259
"('chn', 'ci')",801259
"('chn', 'ci', 'rt')",255651
"('chn', 'ci', 'n', 't')",5686
"('chn', 'ci', 'n')",5686
"('chn', 'ci', 'n', 'rt')",5686
"('chn', 'ci', 'mc', 'rt', 't')",426705
"('chn', 'ci', 'mc', 't')",1405362
"('chn', 'ci', 'mc')",1405362
"('chn', 'ci', 'mc', 'rt')",426705
"('chn', 'ci', 'mc', 'n', 't')",12383
"('chn', 'ci', 'mc', 'n')",12383
"('chn', 'ci', 'mc', 'n', 'rt')",12383
"('chn', 'ci', 'cn', 'mc', 'rt', 't')",173657
"('chn', 'ci', 'cn', 'mc', 't')",620402
"('cn', 'mc')",1153798
"('ci', 'cn', 'mc')",671694
"('chn', 'ci', 'cn', 'mc')",620402
"('chn', 'ci', 'cn', 'mc', 'rt')",173657
"('chn', 'ci', 'cn', 'mc', 'n', 't')",4503
"('chn', 'ci', 'cn', 'mc', 'n')",4503
"('chn', 'ci', 'cn', 'mc', 'n', 'rt')",4503
"('an', 'ci', 'cn', 'mc', 'n', 'rt', 't')",8514
"('an', 'ci', 'mc', 'n', 'rt', 't')",19561
"('an', 'ci', 'n', 'rt', 't')",8204
"('an', 'ci', 'rt', 't')",503508
"('an', 'ci', 't')",1806603
"('an', 'ci')",1806603
"('an', 'ci', 'rt')",503508
"('an', 'ci', 'n', 't')",8204
"('an', 'ci', 'mc', 'rt', 't')",961173
"('an', 'ci', 'mc', 't')",3578955
"('an', 'ci', 'mc')",3578955
"('an', 'ci', 'mc', 'rt')",961173
"('an', 'ci', 'mc', 'n', 't')",19561
"('an', 'ci', 'mc', 'n')",19561
"('an', 'ci', 'mc', 'n', 'rt')",19561
"('an', 'ci', 'cn', 'mc', 'rt', 't')",505250
"('an', 'ci', 'cn', 'mc', 't')",1935320
"('an', 'ci', 'cn', 'mc')",1935320
"('an', 'ci', 'cn', 'mc', 'rt')",505250
"('an', 'ci', 'cn', 'mc', 'n', 't')",8514
"('an', 'ci', 'cn', 'mc', 'n')",8514
"('an', 'ci', 'cn', 'mc', 'n', 'rt')",8514
"('an', 'chn', 'ci', 'mc', 'n', 'rt', 't')",18345
"('an', 'chn', 'ci', 'n', 'rt', 't')",7726
"('an', 'chn', 'ci', 'rt', 't')",483319
"('an', 'chn', 'ci', 't')",1732265
"('an', 'chn', 'ci')",1732265
"('an', 'chn', 'ci', 'rt')",483319
"('an', 'chn', 'ci', 'n', 't')",7726
"('an', 'chn', 'ci', 'n')",7726
"('an', 'chn', 'ci', 'mc', 'rt', 't')",910376
"('an', 'chn', 'ci', 'mc', 't')",3405373
"('an', 'chn', 'ci', 'mc')",3405373
"('an', 'chn', 'ci', 'mc', 'rt')",910376
"('an', 'chn', 'ci', 'mc', 'n', 't')",18345
"('an', 'chn', 'ci', 'mc', 'n')",18345
"('an', 'chn', 'ci', 'cn', 'mc', 'rt', 't')",483198
"('an', 'chn', 'ci', 'cn', 'mc', 't')",1856933
"('an', 'chn', 'ci', 'cn', 'mc')",1856933
"('an', 'chn', 'ci', 'cn', 'mc', 'rt')",483198
"('an', 'chn', 'ci', 'cn', 'mc', 'n', 't')",8144
"('an', 'chn', 'ci', 'cn', 'mc', 'n')",8144
