aliases,cardinality
"('k', 'mk')",10544
"('k', 'mk', 'ml')",251
"('k', 'lt', 'mk', 'ml')",64
"('k', 'lt', 'mc', 'mk', 'ml')",288
"('cn', 'k', 'lt', 'mc', 'mk', 'ml')",103
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml')",102
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",14
"('ml', 't')",19
"('mk', 'ml', 't')",76
"('mc', 'mk', 'ml', 't')",228
"('lt', 'mc', 'mk', 'ml', 't')",84
"('k', 'lt', 'mc', 'mk', 'ml', 't')",21
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",21
"('mk', 't')",39
"('mk', 'ml')",288192
"('mc', 'ml', 't')",57
"('mc', 't')",22
"('mc', 'ml')",43026
"('mc', 'mk', 't')",117
"('mc', 'mk')",6719220
"('mc', 'mk', 'ml')",732182
"('lt', 'mk', 'ml', 't')",28
"('lt', 'ml', 't')",7
"('lt', 'ml')",1158
"('lt', 'mk', 'ml')",7164
"('lt', 'mc', 'ml', 't')",21
"('lt', 'mc', 'ml')",2077
"('lt', 'mc', 'mk', 'ml')",19945
"('k', 'mc', 'mk', 'ml', 't')",57
"('k', 'mk', 'ml', 't')",19
"('k', 'mk', 't')",1
"('k', 'mc', 'mk', 't')",3
"('k', 'mc', 'mk')",14331
"('k', 'mc', 'mk', 'ml')",1173
"('k', 'lt', 'mk', 'ml', 't')",7
"('ct', 'lt', 'mc', 'mk', 'ml', 't')",84
"('ct', 'mc', 'mk', 'ml', 't')",228
"('ct', 'mc', 'ml', 't')",57
"('ct', 'mc', 't')",17
"('ct', 'mc')",1193928
"('ct', 'mc', 'ml')",36283
"('ct', 'mc', 'mk', 't')",59
"('ct', 'mc', 'mk')",5975292
"('ct', 'mc', 'mk', 'ml')",610301
"('ct', 'lt', 'mc', 'ml', 't')",21
"('ct', 'lt', 'mc', 'ml')",1793
"('ct', 'lt', 'mc', 'mk', 'ml')",16462
"('ct', 'k', 'mc', 'mk', 'ml', 't')",57
"('ct', 'k', 'mc', 'mk', 't')",3
"('ct', 'k', 'mc', 'mk')",11915
"('ct', 'k', 'mc', 'mk', 'ml')",1052
"('ct', 'k', 'lt', 'mc', 'mk', 'ml')",269
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",14
"('cn', 'lt', 'mc', 'mk', 'ml', 't')",56
"('cn', 'mc', 'mk', 'ml', 't')",152
"('cn', 'mc', 'ml', 't')",38
"('cn', 'mc', 't')",5
"('cn', 'mc')",240875
"('cn', 'mc', 'ml')",3079
"('cn', 'mc', 'mk', 't')",28
"('cn', 'mc', 'mk')",1483541
"('cn', 'mc', 'mk', 'ml')",49014
"('cn', 'lt', 'mc', 'ml', 't')",14
"('cn', 'lt', 'mc', 'ml')",458
"('cn', 'lt', 'mc', 'mk', 'ml')",2482
"('cn', 'k', 'mc', 'mk', 'ml', 't')",38
"('cn', 'k', 'mc', 'mk', 't')",2
"('cn', 'k', 'mc', 'mk')",2802
"('cn', 'k', 'mc', 'mk', 'ml')",452
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml', 't')",56
"('cn', 'ct', 'mc', 'mk', 'ml', 't')",152
"('cn', 'ct', 'mc', 'ml', 't')",38
"('cn', 'ct', 'mc', 't')",5
"('cn', 'ct', 'mc')",224256
"('cn', 'ct', 'mc', 'ml')",2801
"('cn', 'ct', 'mc', 'mk', 't')",28
"('cn', 'ct', 'mc', 'mk')",1337515
"('cn', 'ct', 'mc', 'mk', 'ml')",40379
"('cn', 'ct', 'lt', 'mc', 'ml', 't')",14
"('cn', 'ct', 'lt', 'mc', 'ml')",450
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml')",2435
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",38
"('cn', 'ct', 'k', 'mc', 'mk', 't')",2
"('cn', 'ct', 'k', 'mc', 'mk')",2293
"('cn', 'ct', 'k', 'mc', 'mk', 'ml')",422
