aliases,cardinality
"('k', 'mk')",37091
"('k', 'mk', 't')",4040
"('k', 'kt', 'mk', 't')",3517
"('k', 'kt', 'mi_idx', 'mk', 't')",5977
"('it2', 'k', 'kt', 'mi_idx', 'mk', 't')",1615
"('it2', 'k', 'kt', 'mc', 'mi_idx', 'mk', 't')",78
"('cn', 'it2', 'k', 'kt', 'mc', 'mi_idx', 'mk', 't')",50
"('cn', 'ct', 'it2', 'k', 'kt', 'mc', 'mi_idx', 'mk', 't')",50
"('cn', 'ct', 'it2', 'k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",34
"('cn', 'ct', 'it1', 'it2', 'k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",31
"('mk', 't')",475878
"('mi_idx', 'mk', 't')",750291
"('mi', 'mi_idx', 'mk', 't')",511140
"('mc', 'mi', 'mi_idx', 'mk', 't')",14304
"('kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",13381
"('k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",138
"('it2', 'k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",42
"('it1', 'it2', 'k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",39
"('ct', 'it1', 'it2', 'k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",39
"('mi_idx', 't')",159144
"('mi_idx', 'mk')",8823239
"('mi', 'mk', 't')",300363
"('mi', 't')",132556
"('mi', 'mk')",3898410
"('mi', 'mi_idx', 't')",73577
"('mi', 'mi_idx')",620108
"('mi', 'mi_idx', 'mk')",8403703
"('mc', 'mi_idx', 'mk', 't')",25755
"('mc', 'mk', 't')",10560
"('mc', 't')",1809
"('mc', 'mk')",9292367
"('mc', 'mi_idx', 't')",2081
"('mc', 'mi_idx')",525073
"('mc', 'mi_idx', 'mk')",22532569
"('mc', 'mi', 'mk', 't')",5739
"('mc', 'mi', 't')",577
"('mc', 'mi')",220217
"('mc', 'mi', 'mk')",12779528
"('mc', 'mi', 'mi_idx', 't')",925
"('mc', 'mi', 'mi_idx')",438229
"('mc', 'mi', 'mi_idx', 'mk')",30872561
"('kt', 'mi', 'mi_idx', 'mk', 't')",436912
"('kt', 'mi_idx', 'mk', 't')",650508
"('kt', 'mk', 't')",391799
"('kt', 't')",481716
"('kt', 'mi_idx', 't')",126266
"('kt', 'mi', 'mk', 't')",236647
"('kt', 'mi', 't')",98403
"('kt', 'mi', 'mi_idx', 't')",52049
"('kt', 'mc', 'mi_idx', 'mk', 't')",22312
"('kt', 'mc', 'mk', 't')",8749
"('kt', 'mc', 't')",1425
"('kt', 'mc', 'mi_idx', 't')",1538
"('kt', 'mc', 'mi', 'mk', 't')",5169
"('kt', 'mc', 'mi', 't')",398
"('kt', 'mc', 'mi', 'mi_idx', 't')",678
"('k', 'mc', 'mi', 'mi_idx', 'mk', 't')",147
"('k', 'mi', 'mi_idx', 'mk', 't')",4879
"('k', 'mi_idx', 'mk', 't')",6968
"('k', 'mi_idx', 'mk')",85012
"('k', 'mi', 'mk', 't')",2631
"('k', 'mi', 'mk')",32952
"('k', 'mi', 'mi_idx', 'mk')",78865
"('k', 'mc', 'mi_idx', 'mk', 't')",314
"('k', 'mc', 'mk', 't')",123
"('k', 'mc', 'mk')",86022
"('k', 'mc', 'mi_idx', 'mk')",215078
"('k', 'mc', 'mi', 'mk', 't')",57
"('k', 'mc', 'mi', 'mk')",119379
"('k', 'mc', 'mi', 'mi_idx', 'mk')",294591
"('k', 'kt', 'mi', 'mi_idx', 'mk', 't')",4133
"('k', 'kt', 'mi', 'mk', 't')",2256
"('k', 'kt', 'mc', 'mi_idx', 'mk', 't')",246
"('k', 'kt', 'mc', 'mk', 't')",95
"('k', 'kt', 'mc', 'mi', 'mk', 't')",52
"('it2', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",4249
"('it2', 'mc', 'mi', 'mi_idx', 'mk', 't')",4548
"('it2', 'mi', 'mi_idx', 'mk', 't')",127778
"('it2', 'mi_idx', 'mk', 't')",183666
"('it2', 'mi_idx', 't')",41460
"('it2', 'mi_idx')",324117
"('it2', 'mi_idx', 'mk')",2376417
"('it2', 'mi', 'mi_idx', 't')",20107
"('it2', 'mi', 'mi_idx')",173221
"('it2', 'mi', 'mi_idx', 'mk')",2099475
"('it2', 'mc', 'mi_idx', 'mk', 't')",8340
"('it2', 'mc', 'mi_idx', 't')",669
"('it2', 'mc', 'mi_idx')",135012
"('it2', 'mc', 'mi_idx', 'mk')",5206035
"('it2', 'mc', 'mi', 'mi_idx', 't')",291
"('it2', 'mc', 'mi', 'mi_idx')",102257
"('it2', 'mc', 'mi', 'mi_idx', 'mk')",6073375
"('it2', 'kt', 'mi', 'mi_idx', 'mk', 't')",106763
"('it2', 'kt', 'mi_idx', 'mk', 't')",155988
"('it2', 'kt', 'mi_idx', 't')",31112
"('it2', 'kt', 'mi', 'mi_idx', 't')",13167
"('it2', 'kt', 'mc', 'mi_idx', 'mk', 't')",7232
"('it2', 'kt', 'mc', 'mi_idx', 't')",488
"('it2', 'kt', 'mc', 'mi', 'mi_idx', 't')",209
"('it2', 'k', 'mc', 'mi', 'mi_idx', 'mk', 't')",45
"('it2', 'k', 'mi', 'mi_idx', 'mk', 't')",1303
"('it2', 'k', 'mi_idx', 'mk', 't')",1881
"('it2', 'k', 'mi_idx', 'mk')",24800
"('it2', 'k', 'mi', 'mi_idx', 'mk')",21446
"('it2', 'k', 'mc', 'mi_idx', 'mk', 't')",100
"('it2', 'k', 'mc', 'mi_idx', 'mk')",52686
"('it2', 'k', 'mc', 'mi', 'mi_idx', 'mk')",61391
"('it2', 'k', 'kt', 'mi', 'mi_idx', 'mk', 't')",1099
"('it1', 'k', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",125
"('it1', 'kt', 'mc', 'mi', 'mi_idx', 'mk', 't')",11438
"('it1', 'mc', 'mi', 'mi_idx', 'mk', 't')",12340
"('it1', 'mi', 'mi_idx', 'mk', 't')",459150
"('it1', 'mi', 'mk', 't')",269188
"('it1', 'mi', 't')",122476
"('it1', 'mi')",588764
"('it1', 'mi', 'mk')",2786897
"('it1', 'mi', 'mi_idx', 't')",65493
"('it1', 'mi', 'mi_idx')",528970
"('it1', 'mi', 'mi_idx', 'mk')",5812479
"('it1', 'mc', 'mi', 'mk', 't')",4928
"('it1', 'mc', 'mi', 't')",467
"('it1', 'mc', 'mi')",159717
"('it1', 'mc', 'mi', 'mk')",7718607
"('it1', 'mc', 'mi', 'mi_idx', 't')",748
"('it1', 'mc', 'mi', 'mi_idx')",313272
"('it1', 'mc', 'mi', 'mi_idx', 'mk')",18945575
"('it1', 'kt', 'mi', 'mi_idx', 'mk', 't')",391077
"('it1', 'kt', 'mi', 'mk', 't')",209606
"('it1', 'kt', 'mi', 't')",91362
"('it1', 'kt', 'mi', 'mi_idx', 't')",46673
"('it1', 'kt', 'mc', 'mi', 'mk', 't')",4422
"('it1', 'kt', 'mc', 'mi', 't')",324
"('it1', 'kt', 'mc', 'mi', 'mi_idx', 't')",557
"('it1', 'k', 'mc', 'mi', 'mi_idx', 'mk', 't')",134
"('it1', 'k', 'mi', 'mi_idx', 'mk', 't')",4408
"('it1', 'k', 'mi', 'mk', 't')",2412
"('it1', 'k', 'mi', 'mk')",23042
"('it1', 'k', 'mi', 'mi_idx', 'mk')",54457
"('it1', 'k', 'mc', 'mi', 'mk', 't')",52
"('it1', 'k', 'mc', 'mi', 'mk')",70725
"('it1', 'k', 'mc', 'mi', 'mi_idx', 'mk')",177750
"('it1', 'k', 'kt', 'mi', 'mi_idx', 'mk', 't')",3722
"('it1', 'k', 'kt', 'mi', 'mk', 't')",2061
"('it1', 'k', 'kt', 'mc', 'mi', 'mk', 't')",47
