aliases,cardinality
"('k', 'mk')",9696
"('k', 'mk', 't')",495
"('k', 'mi', 'mk', 't')",738
"('it', 'k', 'mi', 'mk', 't')",738
"('ci', 'it', 'k', 'mi', 'mk', 't')",4439
"('an', 'ci', 'it', 'k', 'mi', 'mk', 't')",12761
"('an', 'chn', 'ci', 'it', 'k', 'mi', 'mk', 't')",12691
"('an', 'chn', 'ci', 'it', 'k', 'mc', 'mi', 'mk', 't')",78291
"('an', 'chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 't')",36578
"('an', 'chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 't')",275
"('an', 'chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",275
"('ci', 't')",94597
"('ci', 'rt', 't')",26533
"('ci', 'n', 'rt', 't')",866
"('ci', 'mk', 'n', 'rt', 't')",3604
"('ci', 'mi', 'mk', 'n', 'rt', 't')",5713
"('ci', 'mc', 'mi', 'mk', 'n', 'rt', 't')",102065
"('ci', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",303
"('ci', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",303
"('ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",143
"('chn', 'ci', 'cn', 'it', 'k', 'mc', 'mi', 'mk', 'n', 'rt', 't')",141
"('ci', 'rt')",276166
"('ci', 'n', 't')",866
"('ci', 'n')",6554
"('ci', 'n', 'rt')",6552
"('ci', 'mk', 'rt', 't')",102990
"('mk', 't')",299534
"('ci', 'mk', 't')",386328
"('ci', 'mk')",4575483
"('ci', 'mk', 'rt')",1257179
"('ci', 'mk', 'n', 't')",3604
"('ci', 'mk', 'n')",41494
"('ci', 'mk', 'n', 'rt')",41448
"('ci', 'mi', 'n', 'rt', 't')",619
"('ci', 'mi', 'rt', 't')",22797
"('mi', 't')",213397
"('ci', 'mi', 't')",80679
"('ci', 'mi')",133783
"('ci', 'mi', 'rt')",39071
"('ci', 'mi', 'n', 't')",619
"('ci', 'mi', 'n')",1017
"('ci', 'mi', 'n', 'rt')",1017
"('ci', 'mi', 'mk', 'rt', 't')",160680
"('mi', 'mk', 't')",379338
"('ci', 'mi', 'mk', 't')",630306
"('mi', 'mk')",954852
"('ci', 'mi', 'mk')",1778365
"('ci', 'mi', 'mk', 'rt')",466959
"('ci', 'mi', 'mk', 'n', 't')",5713
"('ci', 'mi', 'mk', 'n')",15613
"('ci', 'mi', 'mk', 'n', 'rt')",15613
"('ci', 'mc', 'mk', 'n', 'rt', 't')",41491
"('ci', 'mc', 'n', 'rt', 't')",1918
"('ci', 'mc', 'rt', 't')",54860
"('mc', 't')",294635
"('ci', 'mc', 't')",178453
"('ci', 'mc')",1548085
"('ci', 'mc', 'rt')",474025
"('ci', 'mc', 'n', 't')",1918
"('ci', 'mc', 'n')",14556
"('ci', 'mc', 'n', 'rt')",14547
"('ci', 'mc', 'mk', 'rt', 't')",857647
"('mc', 'mk', 't')",2116623
"('ci', 'mc', 'mk', 't')",3315613
"('mc', 'mk')",34863638
"('ci', 'mc', 'mk')",41655338
"('ci', 'mc', 'mk', 'rt')",11596658
"('ci', 'mc', 'mk', 'n', 't')",41491
"('ci', 'mc', 'mk', 'n')",443062
"('ci', 'mc', 'mk', 'n', 'rt')",442750
"('ci', 'mc', 'mi', 'n', 'rt', 't')",2850
"('ci', 'mc', 'mi', 'rt', 't')",76663
"('mc', 'mi', 't')",253960
"('ci', 'mc', 'mi', 't')",253297
"('mc', 'mi')",463263
"('ci', 'mc', 'mi')",486818
"('ci', 'mc', 'mi', 'rt')",150081
"('ci', 'mc', 'mi', 'n', 't')",2850
"('ci', 'mc', 'mi', 'n')",5355
"('ci', 'mc', 'mi', 'n', 'rt')",5355
"('ci', 'mc', 'mi', 'mk', 'rt', 't')",2019537
"('mc', 'mi', 'mk', 't')",5387132
