aliases,cardinality
"('k', 'mk')",10544
"('k', 'mk', 'ml')",251
"('k', 'lt', 'mk', 'ml')",199
"('k', 'lt', 'mc', 'mk', 'ml')",1021
"('cn', 'k', 'lt', 'mc', 'mk', 'ml')",422
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml')",402
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",308
"('cn', 'ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",38
"('ml', 't')",12214
"('mk', 'ml', 't')",117991
"('mi', 'mk', 'ml', 't')",28734
"('mc', 'mi', 'mk', 'ml', 't')",65111
"('lt', 'mc', 'mi', 'mk', 'ml', 't')",5568
"('k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",133
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",133
"('mk', 't')",1779638
"('mk', 'ml')",288192
"('mi', 'ml', 't')",1335
"('mi', 't')",46255
"('mi', 'ml')",1987
"('mi', 'mk', 't')",215324
"('mi', 'mk')",449506
"('mi', 'mk', 'ml')",34373
"('mc', 'mk', 'ml', 't')",302225
"('mc', 'ml', 't')",16409
"('mc', 't')",421343
"('mc', 'ml')",43026
"('mc', 'mk', 't')",2890136
"('mc', 'mk')",6719220
"('mc', 'mk', 'ml')",732182
"('mc', 'mi', 'ml', 't')",2533
"('mc', 'mi', 't')",49912
"('mc', 'mi')",121436
"('mc', 'mi', 'ml')",4601
"('mc', 'mi', 'mk', 't')",568156
"('mc', 'mi', 'mk')",991385
"('mc', 'mi', 'mk', 'ml')",81608
"('lt', 'mi', 'mk', 'ml', 't')",2269
"('lt', 'mk', 'ml', 't')",5438
"('lt', 'ml', 't')",1007
"('lt', 'ml')",2315
"('lt', 'mk', 'ml')",17543
"('lt', 'mi', 'ml', 't')",675
"('lt', 'mi', 'ml')",1087
"('lt', 'mi', 'mk', 'ml')",4652
"('lt', 'mc', 'mk', 'ml', 't')",14129
"('lt', 'mc', 'ml', 't')",1989
"('lt', 'mc', 'ml')",5069
"('lt', 'mc', 'mk', 'ml')",54010
"('lt', 'mc', 'mi', 'ml', 't')",1540
"('lt', 'mc', 'mi', 'ml')",3336
"('lt', 'mc', 'mi', 'mk', 'ml')",17798
"('k', 'mc', 'mi', 'mk', 'ml', 't')",133
"('k', 'mi', 'mk', 'ml', 't')",19
"('k', 'mk', 'ml', 't')",53
"('k', 'mk', 't')",3158
"('k', 'mi', 'mk', 't')",249
"('k', 'mi', 'mk')",904
"('k', 'mi', 'mk', 'ml')",118
"('k', 'mc', 'mk', 'ml', 't')",329
"('k', 'mc', 'mk', 't')",3640
"('k', 'mc', 'mk')",14331
"('k', 'mc', 'mk', 'ml')",1173
"('k', 'mc', 'mi', 'mk', 't')",539
"('k', 'mc', 'mi', 'mk')",1672
"('k', 'mc', 'mi', 'mk', 'ml')",749
"('k', 'lt', 'mi', 'mk', 'ml', 't')",19
"('k', 'lt', 'mk', 'ml', 't')",48
"('k', 'lt', 'mi', 'mk', 'ml')",118
"('k', 'lt', 'mc', 'mk', 'ml', 't')",317
"('k', 'lt', 'mc', 'mi', 'mk', 'ml')",749
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",5092
"('ct', 'mc', 'mi', 'mk', 'ml', 't')",63920
"('ct', 'mc', 'mk', 'ml', 't')",285970
"('ct', 'mc', 'ml', 't')",15237
"('ct', 'mc', 't')",405344
"('ct', 'mc')",1193928
"('ct', 'mc', 'ml')",36283
"('ct', 'mc', 'mk', 't')",2645608
"('ct', 'mc', 'mk')",5975292
"('ct', 'mc', 'mk', 'ml')",610301
"('ct', 'mc', 'mi', 'ml', 't')",2306
"('ct', 'mc', 'mi', 't')",48110
"('ct', 'mc', 'mi')",116332
"('ct', 'mc', 'mi', 'ml')",4152
"('ct', 'mc', 'mi', 'mk', 't')",527834
"('ct', 'mc', 'mi', 'mk')",907393
"('ct', 'mc', 'mi', 'mk', 'ml')",79404
"('ct', 'lt', 'mc', 'mk', 'ml', 't')",13294
"('ct', 'lt', 'mc', 'ml', 't')",1762
"('ct', 'lt', 'mc', 'ml')",4393
"('ct', 'lt', 'mc', 'mk', 'ml')",45210
"('ct', 'lt', 'mc', 'mi', 'ml', 't')",1326
"('ct', 'lt', 'mc', 'mi', 'ml')",2911
"('ct', 'lt', 'mc', 'mi', 'mk', 'ml')",16362
"('ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",133
"('ct', 'k', 'mc', 'mk', 'ml', 't')",311
"('ct', 'k', 'mc', 'mk', 't')",3194
"('ct', 'k', 'mc', 'mk')",11915
"('ct', 'k', 'mc', 'mk', 'ml')",1052
"('ct', 'k', 'mc', 'mi', 'mk', 't')",478
"('ct', 'k', 'mc', 'mi', 'mk')",1474
"('ct', 'k', 'mc', 'mi', 'mk', 'ml')",730
"('ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",299
"('ct', 'k', 'lt', 'mc', 'mk', 'ml')",962
"('ct', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",730
"('cn', 'k', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",38
"('cn', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1215
"('cn', 'mc', 'mi', 'mk', 'ml', 't')",1233
"('cn', 'mc', 'mk', 'ml', 't')",20156
"('cn', 'mc', 'ml', 't')",1181
"('cn', 'mc', 't')",72684
"('cn', 'mc')",240875
"('cn', 'mc', 'ml')",3079
"('cn', 'mc', 'mk', 't')",677140
"('cn', 'mc', 'mk')",1483541
"('cn', 'mc', 'mk', 'ml')",49014
"('cn', 'mc', 'mi', 'ml', 't')",465
"('cn', 'mc', 'mi', 't')",18767
"('cn', 'mc', 'mi')",49083
"('cn', 'mc', 'mi', 'ml')",1193
"('cn', 'mc', 'mi', 'mk', 't')",198068
"('cn', 'mc', 'mi', 'mk')",343586
"('cn', 'mc', 'mi', 'mk', 'ml')",7277
"('cn', 'lt', 'mc', 'mk', 'ml', 't')",1868
"('cn', 'lt', 'mc', 'ml', 't')",483
"('cn', 'lt', 'mc', 'ml')",1200
"('cn', 'lt', 'mc', 'mk', 'ml')",9430
"('cn', 'lt', 'mc', 'mi', 'ml', 't')",442
"('cn', 'lt', 'mc', 'mi', 'ml')",1091
"('cn', 'lt', 'mc', 'mi', 'mk', 'ml')",6460
"('cn', 'k', 'mc', 'mi', 'mk', 'ml', 't')",38
"('cn', 'k', 'mc', 'mk', 'ml', 't')",92
"('cn', 'k', 'mc', 'mk', 't')",593
"('cn', 'k', 'mc', 'mk')",2802
"('cn', 'k', 'mc', 'mk', 'ml')",452
"('cn', 'k', 'mc', 'mi', 'mk', 't')",153
"('cn', 'k', 'mc', 'mi', 'mk')",514
"('cn', 'k', 'mc', 'mi', 'mk', 'ml')",327
"('cn', 'k', 'lt', 'mc', 'mk', 'ml', 't')",92
"('cn', 'k', 'lt', 'mc', 'mi', 'mk', 'ml')",327
"('cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml', 't')",1215
"('cn', 'ct', 'mc', 'mi', 'mk', 'ml', 't')",1233
"('cn', 'ct', 'mc', 'mk', 'ml', 't')",14617
"('cn', 'ct', 'mc', 'ml', 't')",1104
"('cn', 'ct', 'mc', 't')",70314
"('cn', 'ct', 'mc')",224256
"('cn', 'ct', 'mc', 'ml')",2801
"('cn', 'ct', 'mc', 'mk', 't')",626768
"('cn', 'ct', 'mc', 'mk')",1337515
"('cn', 'ct', 'mc', 'mk', 'ml')",40379
"('cn', 'ct', 'mc', 'mi', 'ml', 't')",465
"('cn', 'ct', 'mc', 'mi', 't')",18355
"('cn', 'ct', 'mc', 'mi')",47734
"('cn', 'ct', 'mc', 'mi', 'ml')",1174
"('cn', 'ct', 'mc', 'mi', 'mk', 't')",185049
"('cn', 'ct', 'mc', 'mi', 'mk')",319866
"('cn', 'ct', 'mc', 'mi', 'mk', 'ml')",7182
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml', 't')",1868
"('cn', 'ct', 'lt', 'mc', 'ml', 't')",483
"('cn', 'ct', 'lt', 'mc', 'ml')",1152
"('cn', 'ct', 'lt', 'mc', 'mk', 'ml')",8713
"('cn', 'ct', 'lt', 'mc', 'mi', 'ml', 't')",442
"('cn', 'ct', 'lt', 'mc', 'mi', 'ml')",1072
"('cn', 'ct', 'lt', 'mc', 'mi', 'mk', 'ml')",6365
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 'ml', 't')",38
"('cn', 'ct', 'k', 'mc', 'mk', 'ml', 't')",92
"('cn', 'ct', 'k', 'mc', 'mk', 't')",549
"('cn', 'ct', 'k', 'mc', 'mk')",2293
"('cn', 'ct', 'k', 'mc', 'mk', 'ml')",422
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 't')",144
"('cn', 'ct', 'k', 'mc', 'mi', 'mk')",488
"('cn', 'ct', 'k', 'mc', 'mi', 'mk', 'ml')",308
"('cn', 'ct', 'k', 'lt', 'mc', 'mk', 'ml', 't')",92
