aliases,cardinality
"('cc', 'ci')",67324
"('cc', 'ci', 'pi')",1557468
"('cc', 'ci', 'mk', 'pi')",38668588
"('cc', 'ci', 'mk', 'pi')",38668588
"('ci', 'pi')",10472866
"('cc', 'ci', 'mk', 'pi')",38668588
"('ci', 'pi')",10472866
"('ci', 'pi')",10472866
"('ci', 'mk', 'pi')",76062009
"('ci', 'mk')",4467978
"('cc', 'ci', 'mk')",1475280
"('ci', 'mk', 'pi')",76062009
"('ci', 'mk', 'pi')",76062009
"('cc', 'mk')",2171367
"('ci', 'mk')",4467978
"('cc', 'ci', 'mk')",1475280
"('cc', 'mk')",2171367
